pmid,title,date,text,citations
33733152,On Consequentialism and Fairness,2020 May 8;3:34.,"Recent work on fairness in machine learning has primarily emphasized how to define, quantify, and encourage ""fair"" outcomes. Less attention has been paid, however, to the ethical foundations which underlie such efforts. Among the ethical perspectives that should be taken into consideration is consequentialism, the position that, roughly speaking, outcomes are all that matter. Although consequentialism is not free from difficulties, and although it does not necessarily provide a tractable way of choosing actions (because of the combined problems of uncertainty, subjectivity, and aggregation), it nevertheless provides a powerful foundation from which to critique the existing literature on machine learning fairness. Moreover, it brings to the fore some of the tradeoffs involved, including the problem of who counts, the pros and cons of using a policy, and the relative value of the distant future. In this paper we provide a consequentialist critique of common definitions of fairness within machine learning, as well as a machine learning perspective on consequentialism. We conclude with a broader discussion of the issues of learning and randomization, which have important implications for the ethics of automated decision making systems.",
33733124,An Introductory Review of Deep Learning for Prediction Models With Big Data,2020 Feb 28;3:4.,"Deep learning models stand for a new learning paradigm in artificial intelligence (AI) and machine learning. Recent breakthrough results in image analysis and speech recognition have generated a massive interest in this field because also applications in many other domains providing big data seem possible. On a downside, the mathematical and computational methodology underlying deep learning models is very challenging, especially for interdisciplinary scientists. For this reason, we present in this paper an introductory review of deep learning approaches including Deep Feedforward Neural Networks (D-FFNN), Convolutional Neural Networks (CNNs), Deep Belief Networks (DBNs), Autoencoders (AEs), and Long Short-Term Memory (LSTM) networks. These models form the major core architectures of deep learning models currently used and should belong in any data scientist's toolbox. Importantly, those core architectural building blocks can be composed flexibly-in an almost Lego-like manner-to build new application-specific network architectures. Hence, a basic understanding of these network architectures is important to be prepared for future developments in AI.",2
33693420,Securing Machine Learning in the Cloud: A Systematic Review of Cloud Machine Learning Security,2020 Nov 12;3:587139.,"With the advances in machine learning (ML) and deep learning (DL) techniques, and the potency of cloud computing in offering services efficiently and cost-effectively, Machine Learning as a Service (MLaaS) cloud platforms have become popular. In addition, there is increasing adoption of third-party cloud services for outsourcing training of DL models, which requires substantial costly computational resources (e.g., high-performance graphics processing units (GPUs)). Such widespread usage of cloud-hosted ML/DL services opens a wide range of attack surfaces for adversaries to exploit the ML/DL system to achieve malicious goals. In this article, we conduct a systematic evaluation of literature of cloud-hosted ML/DL models along both the important dimensions-attacks and defenses-related to their security. Our systematic review identified a total of 31 related articles out of which 19 focused on attack, six focused on defense, and six focused on both attack and defense. Our evaluation reveals that there is an increasing interest from the research community on the perspective of attacking and defending different attacks on Machine Learning as a Service platforms. In addition, we identify the limitations and pitfalls of the analyzed articles and highlight open research issues that require further investigation.",
33693419,Machine Learning Methods to Predict Acute Respiratory Failure and Acute Respiratory Distress Syndrome,2020 Nov 23;3:579774.,"Acute respiratory failure (ARF) is a common problem in medicine that utilizes significant healthcare resources and is associated with high morbidity and mortality. Classification of acute respiratory failure is complicated, and it is often determined by the level of mechanical support that is required, or the discrepancy between oxygen supply and uptake. These phenotypes make acute respiratory failure a continuum of syndromes, rather than one homogenous disease process. Early recognition of the risk factors for new or worsening acute respiratory failure may prevent that process from occurring. Predictive analytical methods using machine learning leverage clinical data to provide an early warning for impending acute respiratory failure or its sequelae. The aims of this review are to summarize the current literature on ARF prediction, to describe accepted procedures and common machine learning tools for predictive tasks through the lens of ARF prediction, and to demonstrate the challenges and potential solutions for ARF prediction that can improve patient outcomes.",
33693398,Considerations for a More Ethical Approach to Data in AI: On Data Representation and Infrastructure,2020 Sep 2;3:25.,"Data shapes the development of Artificial Intelligence (AI) as we currently know it, and for many years centralized networking infrastructures have dominated both the sourcing and subsequent use of such data. Research suggests that centralized approaches result in poor representation, and as AI is now integrated more in daily life, there is a need for efforts to improve on this. The AI research community has begun to explore managing data infrastructures more democratically, finding that decentralized networking allows for more transparency which can alleviate core ethical concerns, such as selection-bias. With this in mind, herein, we present a mini-survey framed around data representation and data infrastructures in AI. We outline four key considerations (auditing, benchmarking, confidence and trust, explainability and interpretability) as they pertain to data-driven AI, and propose that reflection of them, along with improved interdisciplinary discussion may aid the mitigation of data-based AI ethical concerns, and ultimately improve individual wellbeing when interacting with AI.",
33679715,Immune Deregulation in Sepsis and Septic Shock: Reversing Immune Paralysis by Targeting PD-1/PD-L1 Pathway,2021 Feb 17;11:624279.,"Sepsis remains a major problem for human health worldwide, thereby manifesting high rates of morbidity and mortality. Sepsis, once understood as a monophasic sustained hyperinflammation, is currently recognized as a dysregulated host response to infection, with both hyperinflammation and immunoparalysis occurring simultaneously from the earliest stages of sepsis, involving multiple organ dysfunctions. Despite the recent progress in the understanding of the pathophysiology underlying sepsis, no specific treatment to restore immune dysregulation in sepsis has been validated in clinical trials. In recent years, treatment for immune checkpoints such as the programmed cell death protein 1/programmed death ligand (PD-1/PD-L) pathway in tumor-infiltrating T-lymphocytes has been successful in the field of cancer immune therapy. As immune-paralysis in sepsis involves exhausted T-lymphocytes, future clinical applications of checkpoint inhibitors for sepsis are expected. In addition, the functions of PD-1/PD-L on innate lymphoid cells and the role of exosomal forms of PD-L1 warrant further research. Looking back on the history of repeatedly failed clinical trials of immune modulatory therapies for sepsis, sepsis must be recognized as a difficult disease entity for performing clinical trials. A major obstacle that could prevent effective clinical trials of drug candidates is the disease complexity and heterogeneities; clinically diagnosed sepsis could contain multiple sepsis subgroups that suffer different levels of hyper-inflammation and immune-suppression in distinct organs. Thus, the selection of appropriate more homogenous sepsis subgroup is the key for testing the clinical efficacy of experimental therapies targeting specific pathways in either hyperinflammation and/or immunoparalysis. An emerging technology such as artificial intelligence (AI) may help to identify an immune paralysis subgroup who would best be treated by PD-1/PD-L1 pathway inhibitors.",
33659949,New techniques for studying neurodevelopment,2020 Nov 25;9:17.,"The extraordinary diversity, variability, and complexity of cell types in the vertebrate brain is overwhelming and far exceeds that of any other organ. This complexity is the result of multiple cell divisions and intricate gene regulation and cell movements that take place during embryonic development. Understanding the cellular and molecular mechanisms underlying these complicated developmental processes requires the ability to obtain a complete registry of interconnected events often taking place far apart from each other. To assist with this challenging task, developmental neuroscientists take advantage of a broad set of methods and technologies, often adopted from other fields of research. Here, we review some of the methods developed in recent years whose use has rapidly spread for application in the field of developmental neuroscience. We also provide several considerations regarding the promise that these techniques hold for the near future and share some ideas on how existing methods from other research fields could help with the analysis of how neural circuits emerge.",
33632415,Cardiac magnetic resonance fingerprinting: Trends in technical development and potential clinical applications,2021 Feb;122:11-22.,"Quantitative cardiac magnetic resonance has emerged in recent years as an approach for evaluating a range of cardiovascular conditions, with T1 and T2 mapping at the forefront of these developments. Cardiac Magnetic Resonance Fingerprinting (cMRF) provides a rapid and robust framework for simultaneous quantification of myocardial T1 and T2 in addition to other tissue properties. Since the advent of cMRF, a number of technical developments and clinical validation studies have been reported. This review provides an overview of cMRF, recent technical developments, healthy subject and patient studies, anticipated technical improvements, and potential clinical applications. Recent technical developments include slice profile and pulse efficiency corrections, improvements in image reconstruction, simultaneous multislice imaging, 3D whole-ventricle imaging, motion-resolved imaging, fat-water separation, and machine learning for rapid dictionary generation. Future technical developments in cMRF, such as B0 and B1 field mapping, acceleration of acquisition and reconstruction, imaging of patients with implanted devices, and quantification of additional tissue properties are also described. Potential clinical applications include characterization of infiltrative, inflammatory, and ischemic cardiomyopathies, tissue characterization in the left atrium and right ventricle, post-cardiac transplantation assessment, reduction of contrast material, pre-procedural planning for electrophysiology interventions, and imaging of patients with implanted devices.",
33627972,Future of Health Services: The Role of Physicians in the Disruptive Era,Oct-Dec 2020;13(4):250-256.,"This article aimed to address the role of physicians in future health in the disruptive era. Physicians in this disruptive era must increase their capability and knowledge to compensate for this development. Advances in technology increase the impact on health care and the significance of disruption. Disruptive innovation encompasses several fields, such as physics, digital, and biology. Big data as one of the most important parts in clinical aspects encompass high-throughput cellular and protein-binding assays toward chemoinformatic-driven databases. Health status can be modified by changing epigenetic factor, such as lifestyle and environment. As a result, they affect human genetics and provide the insight of pathophysiology of disease, clinical treatment, and early preventive action. Disruptive innovations in health-care align with the development of artificial intelligence, machine learning, robotics, Internet of things, digitalization, and genomics. New paradigm shifting in physician-patient relationships is relevant to consumer health informatics.",
33623737,Artificial Intelligence in COVID-19 Ultrastructure,2020 Dec 10;8(4):146-147.,"Artificial intelligence has found its way into numerous fields of medicine in the past decade, spurred by the availability of big data and powerful processors. For the COVID-19 pandemic, aside from predicting its onset, artificial intelligence has been used to track disease spread, detect pulmonary involvement in computed tomography scans, risk-stratify patients, and model virtual protein structure and potential therapeutic agents. This mini-review briefly discusses the potential applications of artificial intelligence in COVID-19 microscopy.",
33585563,Artificial Intelligence for the Future Radiology Diagnostic Service,2021 Jan 28;7:614258.,"Radiology historically has been a leader of digital transformation in healthcare. The introduction of digital imaging systems, picture archiving and communication systems (PACS), and teleradiology transformed radiology services over the past 30 years. Radiology is again at the crossroad for the next generation of transformation, possibly evolving as a one-stop integrated diagnostic service. Artificial intelligence and machine learning promise to offer radiology new powerful new digital tools to facilitate the next transformation. The radiology community has been developing computer-aided diagnosis (CAD) tools based on machine learning (ML) over the past 20 years. Among various AI techniques, deep-learning convolutional neural networks (CNN) and its variants have been widely used in medical image pattern recognition. Since the 1990s, many CAD tools and products have been developed. However, clinical adoption has been slow due to a lack of substantial clinical advantages, difficulties integrating into existing workflow, and uncertain business models. This paper proposes three pathways for AI's role in radiology beyond current CNN based capabilities 1) improve the performance of CAD, 2) improve the productivity of radiology service by AI-assisted workflow, and 3) develop radiomics that integrate the data from radiology, pathology, and genomics to facilitate the emergence of a new integrated diagnostic service.",
33584660,IgE-Mediated Peanut Allergy: Current and Novel Predictive Biomarkers for Clinical Phenotypes Using Multi-Omics Approaches,2021 Jan 28;11:594350.,"Food allergy is a collective term for several immune-mediated responses to food. IgE-mediated food allergy is the best-known subtype. The patients present with a marked diversity of clinical profiles including symptomatic manifestations, threshold reactivity and reaction kinetics. In-vitro predictors of these clinical phenotypes are evasive and considered as knowledge gaps in food allergy diagnosis and risk management. Peanut allergy is a relevant disease model where pioneer discoveries were made in diagnosis, immunotherapy and prevention. This review provides an overview on the immune basis for phenotype variations in peanut-allergic individuals, in the light of future patient stratification along emerging omic-areas. Beyond specific IgE-signatures and basophil reactivity profiles with established correlation to clinical outcome, allergenomics, mass spectrometric resolution of peripheral allergen tracing, might be a fundamental approach to understand disease pathophysiology underlying biomarker discovery. Deep immune phenotyping is thought to reveal differential cell responses but also, gene expression and gene methylation profiles (eg, peanut severity genes) are promising areas for biomarker research. Finally, the study of microbiome-host interactions with a focus on the immune system modulation might hold the key to understand tissue-specific responses and symptoms. The immune mechanism underlying acute food-allergic events remains elusive until today. Deciphering this immunological response shall enable to identify novel biomarker for stratification of patients into reaction endotypes. The availability of powerful multi-omics technologies, together with integrated data analysis, network-based approaches and unbiased machine learning holds out the prospect of providing clinically useful biomarkers or biomarker signatures being predictive for reaction phenotypes.",
33569373,Opportunities at the Interface of Network Science and Metabolic Modeling,2021 Jan 25;8:591049.,"Metabolism plays a central role in cell physiology because it provides the molecular machinery for growth. At the genome-scale, metabolism is made up of thousands of reactions interacting with one another. Untangling this complexity is key to understand how cells respond to genetic, environmental, or therapeutic perturbations. Here we discuss the roles of two complementary strategies for the analysis of genome-scale metabolic models: Flux Balance Analysis (FBA) and network science. While FBA estimates metabolic flux on the basis of an optimization principle, network approaches reveal emergent properties of the global metabolic connectivity. We highlight how the integration of both approaches promises to deliver insights on the structure and function of metabolic systems with wide-ranging implications in discovery science, precision medicine and industrial biotechnology.",
33568979,Analysis of Human Gait Using Hybrid EEG-fNIRS-Based BCI System: A Review,2021 Jan 25;14:613254.,"Human gait is a complex activity that requires high coordination between the central nervous system, the limb, and the musculoskeletal system. More research is needed to understand the latter coordination's complexity in designing better and more effective rehabilitation strategies for gait disorders. Electroencephalogram (EEG) and functional near-infrared spectroscopy (fNIRS) are among the most used technologies for monitoring brain activities due to portability, non-invasiveness, and relatively low cost compared to others. Fusing EEG and fNIRS is a well-known and established methodology proven to enhance brain-computer interface (BCI) performance in terms of classification accuracy, number of control commands, and response time. Although there has been significant research exploring hybrid BCI (hBCI) involving both EEG and fNIRS for different types of tasks and human activities, human gait remains still underinvestigated. In this article, we aim to shed light on the recent development in the analysis of human gait using a hybrid EEG-fNIRS-based BCI system. The current review has followed guidelines of preferred reporting items for systematic reviews and meta-Analyses (PRISMA) during the data collection and selection phase. In this review, we put a particular focus on the commonly used signal processing and machine learning algorithms, as well as survey the potential applications of gait analysis. We distill some of the critical findings of this survey as follows. First, hardware specifications and experimental paradigms should be carefully considered because of their direct impact on the quality of gait assessment. Second, since both modalities, EEG and fNIRS, are sensitive to motion artifacts, instrumental, and physiological noises, there is a quest for more robust and sophisticated signal processing algorithms. Third, hybrid temporal and spatial features, obtained by virtue of fusing EEG and fNIRS and associated with cortical activation, can help better identify the correlation between brain activation and gait. In conclusion, hBCI (EEG + fNIRS) system is not yet much explored for the lower limb due to its complexity compared to the higher limb. Existing BCI systems for gait monitoring tend to only focus on one modality. We foresee a vast potential in adopting hBCI in gait analysis. Imminent technical breakthroughs are expected using hybrid EEG-fNIRS-based BCI for gait to control assistive devices and Monitor neuro-plasticity in neuro-rehabilitation. However, although those hybrid systems perform well in a controlled experimental environment when it comes to adopting them as a certified medical device in real-life clinical applications, there is still a long way to go.",
33554111,Wearable Technology and Analytics as a Complementary Toolkit to Optimize Workload and to Reduce Injury Burden,2021 Jan 21;2:630576.,"Wearable sensors enable the real-time and non-invasive monitoring of biomechanical, physiological, or biochemical parameters pertinent to the performance of athletes. Sports medicine researchers compile datasets involving a multitude of parameters that can often be time consuming to analyze in order to create value in an expeditious and accurate manner. Machine learning and artificial intelligence models may aid in the clinical decision-making process for sports scientists, team physicians, and athletic trainers in translating the data acquired from wearable sensors to accurately and efficiently make decisions regarding the health, safety, and performance of athletes. This narrative review discusses the application of commercial sensors utilized by sports teams today and the emergence of descriptive analytics to monitor the internal and external workload, hydration status, sleep, cardiovascular health, and return-to-sport status of athletes. This review is written for those who are interested in the application of wearable sensor data and data science to enhance performance and reduce injury burden in athletes of all ages.",1
33552135,Predicting Genome Architecture: Challenges and Solutions,2021 Jan 22;11:617202.,"Genome architecture plays a pivotal role in gene regulation. The use of high-throughput methods for chromatin profiling and 3-D interaction mapping provide rich experimental data sets describing genome organization and dynamics. These data challenge development of new models and algorithms connecting genome architecture with epigenetic marks. In this review, we describe how chromatin architecture could be reconstructed from epigenetic data using biophysical or statistical approaches. We discuss the applicability and limitations of these methods for understanding the mechanisms of chromatin organization. We also highlight the emergence of new predictive approaches for scoring effects of structural variations in human cells.",
33551784,Machine Learning Methods for Diagnosing Autism Spectrum Disorder and Attention- Deficit/Hyperactivity Disorder Using Functional and Structural MRI: A Survey,2021 Jan 20;14:575999.,"Here we summarize recent progress in machine learning model for diagnosis of Autism Spectrum Disorder (ASD) and Attention-deficit/Hyperactivity Disorder (ADHD). We outline and describe the machine-learning, especially deep-learning, techniques that are suitable for addressing research questions in this domain, pitfalls of the available methods, as well as future directions for the field. We envision a future where the diagnosis of ASD, ADHD, and other mental disorders is accomplished, and quantified using imaging techniques, such as MRI, and machine-learning models.",
33521637,Feature-based PET/MRI radiomics in patients with brain tumors,2021 Jan 23;2(Suppl 4):iv15-iv21.,"Radiomics allows the extraction of quantitative features from medical images such as CT, MRI, or PET, thereby providing additional, potentially relevant diagnostic information for clinical decision-making. Because the computation of these features is performed highly automated on medical images acquired during routine follow-up, radiomics offers this information at low cost. Further, the radiomics features can be used alone or combined with other clinical or histomolecular parameters to generate predictive or prognostic mathematical models. These models can then be applied for various important diagnostic indications in neuro-oncology, for example, to noninvasively predict relevant biomarkers in glioma patients, to differentiate between treatment-related changes and local brain tumor relapse, or to predict treatment response. In recent years, amino acid PET has become an important diagnostic tool in patients with brain tumors. Therefore, the number of studies in patients with brain tumors investigating the potential of PET radiomics or combined PET/MRI radiomics is steadily increasing. This review summarizes current research regarding feature-based PET as well as combined PET/MRI radiomics in neuro-oncology.",
33519600,Detection of Genuine and Posed Facial Expressions of Emotion: Databases and Methods,2021 Jan 15;11:580287.,"Facial expressions of emotion play an important role in human social interactions. However, posed expressions of emotion are not always the same as genuine feelings. Recent research has found that facial expressions are increasingly used as a tool for understanding social interactions instead of personal emotions. Therefore, the credibility assessment of facial expressions, namely, the discrimination of genuine (spontaneous) expressions from posed (deliberate/volitional/deceptive) ones, is a crucial yet challenging task in facial expression understanding. With recent advances in computer vision and machine learning techniques, rapid progress has been made in recent years for automatic detection of genuine and posed facial expressions. This paper presents a general review of the relevant research, including several spontaneous vs. posed (SVP) facial expression databases and various computer vision based detection methods. In addition, a variety of factors that will influence the performance of SVP detection methods are discussed along with open issues and technical challenges in this nascent field.",
