pmid,title,date,text,citations
32562100,Machine Learning-Based Segmentation of Left Ventricular Myocardial Fibrosis from Magnetic Resonance Imaging,2020 Jun 19;22(8):65.,"Purpose of review:                    Myocardial fibrosis (MF) arises due to myocardial infarction and numerous cardiac diseases. MF may lead to several heart disorders, such as heart failure, arrhythmias, and ischemia. Cardiac magnetic resonance (CMR) imaging techniques, such as late gadolinium enhancement (LGE) CMR, enable non-invasive assessment of MF in the left ventricle (LV). Manual assessment of MF on CMR is a tedious and time-consuming task that is subject to high observer variability. Automated segmentation and quantification of MF is important for risk stratification and treatment planning in patients with heart disorders. This article aims to review the machine learning (ML)-based methodologies developed for MF quantification in the LV using CMR images.              Recent findings:                    With the availability of relatively large labeled datasets supervised learning methods based on both conventional ML and state-of-the-art deep learning (DL) methods have been successfully applied for automated segmentation of MF. The incorporation of ML algorithms into imaging techniques such as 3D LGE CMR permits fast characterization of MF on CMR imaging and may enhance the diagnosis and prognosis of patients with heart disorders. Concurrently, the studies using cine CMR images have revealed that accurate segmentation of MF on non-contrast CMR imaging might be possible. The application of ML/DL tools in CMR image interpretation is likely to result in accurate and efficient quantification of MF.",
32561444,Recent advances of HCI in decision-making tasks for optimized clinical workflows and precision medicine,2020 Aug;108:103479.,"The ever-increasing amount of biomedical data is enabling new large-scale studies, even though ad hoc computational solutions are required. The most recent Machine Learning (ML) and Artificial Intelligence (AI) techniques have been achieving outstanding performance and an important impact in clinical research, aiming at precision medicine, as well as improving healthcare workflows. However, the inherent heterogeneity and uncertainty in the healthcare information sources pose new compelling challenges for clinicians in their decision-making tasks. Only the proper combination of AI and human intelligence capabilities, by explicitly taking into account effective and safe interaction paradigms, can permit the delivery of care that outperforms what either can do separately. Therefore, Human-Computer Interaction (HCI) plays a crucial role in the design of software oriented to decision-making in medicine. In this work, we systematically review and discuss several research fields strictly linked to HCI and clinical decision-making, by subdividing the articles into six themes, namely: Interfaces, Visualization, Electronic Health Records, Devices, Usability, and Clinical Decision Support Systems. However, these articles typically present overlaps among the themes, revealing that HCI inter-connects multiple topics. With the goal of focusing on HCI and design aspects, the articles under consideration were grouped into four clusters. The advances in AI can effectively support the physicians' cognitive processes, which certainly play a central role in decision-making tasks because the human mental behavior cannot be completely emulated and captured; the human mind might solve a complex problem even without a statistically significant amount of data by relying upon domain knowledge. For this reason, technology must focus on interactive solutions for supporting the physicians effectively in their daily activities, by exploiting their unique knowledge and evidence-based reasoning, as well as improving the various aspects highlighted in this review.",2.0
32561299,Image-based high-content screening in drug discovery,2020 Aug;25(8):1348-1361.,"While target-based drug discovery strategies rely on the precise knowledge of the identity and function of the drug targets, phenotypic drug discovery (PDD) approaches allow the identification of novel drugs based on knowledge of a distinct phenotype. Image-based high-content screening (HCS) is a potent PDD strategy that characterizes small-molecule effects through the quantification of features that depict cellular changes among or within cell populations, thereby generating valuable data sets for subsequent data analysis. However, these data can be complex, making image analysis from large HCS campaigns challenging. Technological advances in image acquisition, processing, and analysis as well as machine-learning (ML) approaches for the analysis of multidimensional data sets have rendered HCS as a viable technology for small-molecule drug discovery. Here, we discuss HCS concepts, current workflows as well as opportunities and challenges of image-based phenotypic screening and data analysis.",
32560091,"COVID-19 Diagnostics, Tools, and Prevention",2020 Jun 16;10(6):409.,"The Coronavirus Disease 2019 (COVID-19), caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), outbreak from Wuhan City, Hubei province, China in 2019 has become an ongoing global health emergency. The emerging virus, SARS-CoV-2, causes coughing, fever, muscle ache, and shortness of breath or dyspnea in symptomatic patients. The pathogenic particles that are generated by coughing and sneezing remain suspended in the air or attach to a surface to facilitate transmission in an aerosol form. This review focuses on the recent trends in pandemic biology, diagnostics methods, prevention tools, and policies for COVID-19 management. To meet the growing demand for medical supplies during the COVID-19 era, a variety of personal protective equipment (PPE) and ventilators have been developed using do-it-yourself (DIY) manufacturing. COVID-19 diagnosis and the prediction of virus transmission are analyzed by machine learning algorithms, simulations, and digital monitoring. Until the discovery of a clinically approved vaccine for COVID-19, pandemics remain a public concern. Therefore, technological developments, biomedical research, and policy development are needed to decipher the coronavirus mechanism and epidemiological characteristics, prevent transmission, and develop therapeutic drugs.",13.0
32560074,The Future of Protein Secondary Structure Prediction Was Invented by Oleg Ptitsyn,2020 Jun 16;10(6):910.,"When Oleg Ptitsyn and his group published the first secondary structure prediction for a protein sequence, they started a research field that is still active today. Oleg Ptitsyn combined fundamental rules of physics with human understanding of protein structures. Most followers in this field, however, use machine learning methods and aim at the highest (average) percentage correctly predicted residues in a set of proteins that were not used to train the prediction method. We show that one single method is unlikely to predict the secondary structure of all protein sequences, with the exception, perhaps, of future deep learning methods based on very large neural networks, and we suggest that some concepts pioneered by Oleg Ptitsyn and his group in the 70s of the previous century likely are today's best way forward in the protein secondary structure prediction field.",
32559068,Machine Learning Force Fields and Coarse-Grained Variables in Molecular Dynamics: Application to Materials and Biological Systems,2020 Aug 11;16(8):4757-4775.,"Machine learning encompasses tools and algorithms that are now becoming popular in almost all scientific and technological fields. This is true for molecular dynamics as well, where machine learning offers promises of extracting valuable information from the enormous amounts of data generated by simulation of complex systems. We provide here a review of our current understanding of goals, benefits, and limitations of machine learning techniques for computational studies on atomistic systems, focusing on the construction of empirical force fields from ab initio databases and the determination of reaction coordinates for free energy computation and enhanced sampling.",2.0
32558902,Automated video monitoring of insect pollinators in the field,2020 Jul 2;4(1):87-97.,"Ecosystems are at increasing risk from the global pollination crisis. Gaining better knowledge about pollinators and their interactions with plants is an urgent need. However, conventional methods of manually recording pollinator activity in the field can be time- and cost-consuming in terms of labour. Field-deployable video recording systems have become more common in ecological studies as they enable the capture of plant-insect interactions in fine detail. Standard video recording can be effective, although there are issues with hardware reliability under field-conditions (e.g. weatherproofing), and reviewing raw video manually is a time-consuming task. Automated video monitoring systems based on motion detection partly overcome these issues by only recording when activity occurs hence reducing the time needed to review footage during post-processing. Another advantage of these systems is that the hardware has relatively low power requirements. A few systems have been tested in the field which permit the collection of large datasets. Compared with other systems, automated monitoring allows vast increases in sampling at broad spatiotemporal scales. Some tools such as post-recording computer vision software and data-import scripts exist, further reducing users' time spent processing and analysing the data. Integrated computer vision and automated species recognition using machine learning models have great potential to further the study of pollinators in the field. Together, it is predicted that future advances in technology-based field monitoring methods will contribute significantly to understanding the causes underpinning pollinator declines and, hence, developing effective solutions for dealing with this global challenge.",1.0
32552005,The application of machine learning techniques to innovative antibacterial discovery and development,2020 Oct;15(10):1165-1180.,"Introduction:                    After the initial wave of antibiotic discovery, few novel classes of antibiotics have emerged, with the latest dating back to the 1980's. Furthermore, the pace of antibiotic drug discovery is unable to keep up with the increasing prevalence of antibiotic drug resistance. However, the increasing amount of available data promotes the use of machine learning techniques (MLT) in drug discovery projects (e.g. construction of regression/classification models and ranking/virtual screening of compounds).              Areas covered:                    In this review, the authors cover some of the applications of MLT in medicinal chemistry, focusing on the development of new antibiotics, the prediction of resistance and its mechanisms. The aim of this review is to illustrate the main advantages and disadvantages and the major trends from studies over the past 5 years.              Expert opinion:                    The application of MLT to antibacterial drug discovery can aid the selection of new and potent lead compounds, with desirable pharmacokinetic and toxic profiles for further optimization. The increasing volume of available data along with the constant improvement in computational power and algorithms has meant that we are experiencing a transition in the way we face modern issues such as drug resistance, where our decisions are data-driven and experiments can be focused by data-suggested hypotheses.",2.0
32547805,Quantified Self-Using Consumer Wearable Device: Predicting Physical and Mental Health,2020 Apr;26(2):83-92.,"Objectives:                    Recently, wearable device technology has gained more popularity in supporting a healthy lifestyle. Hence, researchers have begun to put significant efforts into studying the direct and indirect benefits of wearable devices for health and wellbeing. This paper summarizes recent studies on the use of consumer wearable devices to improve physical activity, mental health, and health consciousness.              Methods:                    A thorough literature search was performed from several reputable databases, such as PubMed, Scopus, ScienceDirect, arXiv, and bioRxiv mainly using ""wearable device research"" as a keyword, no earlier than 2018. As a result, 25 of the most recent and relevant papers included in this review cover several topics, such as previous literature reviews (9 papers), wearable device accuracy (3 papers), self-reported data collection tools (3 papers), and wearable device intervention (10 papers).              Results:                    All the chosen studies are discussed based on the wearable device used, complementary data, study design, and data processing method. All these previous studies indicate that wearable devices are used either to validate their benefits for general wellbeing or for more serious medical contexts, such as cardiovascular disorders and post-stroke treatment.              Conclusions:                    Despite their huge potential for adoption in clinical settings, wearable device accuracy and validity remain the key challenge to be met. Some lessons learned and future projections, such as combining traditional study design with statistical and machine learning methods, are highlighted in this paper to provide a useful overview for other researchers carrying out similar research.",
32547596,Gene Regulatory Network Inference: Connecting Plant Biology and Mathematical Modeling,2020 May 25;11:457.,"Plant responses to environmental and intrinsic signals are tightly controlled by multiple transcription factors (TFs). These TFs and their regulatory connections form gene regulatory networks (GRNs), which provide a blueprint of the transcriptional regulations underlying plant development and environmental responses. This review provides examples of experimental methodologies commonly used to identify regulatory interactions and generate GRNs. Additionally, this review describes network inference techniques that leverage gene expression data to predict regulatory interactions. These computational and experimental methodologies yield complex networks that can identify new regulatory interactions, driving novel hypotheses. Biological properties that contribute to the complexity of GRNs are also described in this review. These include network topology, network size, transient binding of TFs to DNA, and competition between multiple upstream regulators. Finally, this review highlights the potential of machine learning approaches to leverage gene expression data to predict phenotypic outputs.",1.0
32545768,Machine Learning Applications for Mass Spectrometry-Based Metabolomics,2020 Jun 13;10(6):243.,"The metabolome of an organism depends on environmental factors and intracellular regulation and provides information about the physiological conditions. Metabolomics helps to understand disease progression in clinical settings or estimate metabolite overproduction for metabolic engineering. The most popular analytical metabolomics platform is mass spectrometry (MS). However, MS metabolome data analysis is complicated, since metabolites interact nonlinearly, and the data structures themselves are complex. Machine learning methods have become immensely popular for statistical analysis due to the inherent nonlinear data representation and the ability to process large and heterogeneous data rapidly. In this review, we address recent developments in using machine learning for processing MS spectra and show how machine learning generates new biological insights. In particular, supervised machine learning has great potential in metabolomics research because of the ability to supply quantitative predictions. We review here commonly used tools, such as random forest, support vector machines, artificial neural networks, and genetic algorithms. During processing steps, the supervised machine learning methods help peak picking, normalization, and missing data imputation. For knowledge-driven analysis, machine learning contributes to biomarker detection, classification and regression, biochemical pathway identification, and carbon flux determination. Of important relevance is the combination of different omics data to identify the contributions of the various regulatory levels. Our overview of the recent publications also highlights that data quality determines analysis quality, but also adds to the challenge of choosing the right model for the data. Machine learning methods applied to MS-based metabolomics ease data analysis and can support clinical decisions, guide metabolic engineering, and stimulate fundamental biological discoveries.",9.0
32542455,Machine Learning for 3D Kinematic Analysis of Movements in Neurorehabilitation,2020 Jun 15;20(8):29.,"Purpose of review:                    Recent advances in the machine learning field, especially in deep learning, provide the opportunity for automated, detailed, and unbiased analysis of motor behavior. Although there has not yet been wide use of these techniques in the motor rehabilitation field, they have great potential. In this review, I describe how the current state of machine learning can be applied to 3D kinematic analysis, and how this will have an impact on neurorehabilitation.              Recent findings:                    Applications of deep learning methods, in the form of convolutional neural networks, have been revolutionary for image analysis such as face recognition and object detection in images, exceeding human level performance. Recent studies have shown applicability of these deep learning approaches to human posture and movement classification. It is to be expected that portable stereo-camera systems will bring 3D pose estimation into the clinical setting and allow the assessment of movement quality in response to interventions. Advances in machine learning can help automate the process of obtaining 3D kinematics of human movements and to identify/classify patterns of movement.",1.0
32541594,Explainable AI (xAI) for Anatomic Pathology,2020 Jul;27(4):241-250.,"Pathologists are adopting whole slide images (WSIs) for diagnosis, thanks to recent FDA approval of WSI systems as class II medical devices. In response to new market forces and recent technology advances outside of pathology, a new field of computational pathology has emerged that applies artificial intelligence (AI) and machine learning algorithms to WSIs. Computational pathology has great potential for augmenting pathologists' accuracy and efficiency, but there are important concerns regarding trust of AI due to the opaque, black-box nature of most AI algorithms. In addition, there is a lack of consensus on how pathologists should incorporate computational pathology systems into their workflow. To address these concerns, building computational pathology systems with explainable AI (xAI) mechanisms is a powerful and transparent alternative to black-box AI models. xAI can reveal underlying causes for its decisions; this is intended to promote safety and reliability of AI for critical tasks such as pathology diagnosis. This article outlines xAI enabled applications in anatomic pathology workflow that improves efficiency and accuracy of the practice. In addition, we describe HistoMapr-Breast, an initial xAI enabled software application for breast core biopsies. HistoMapr-Breast automatically previews breast core WSIs and recognizes the regions of interest to rapidly present the key diagnostic areas in an interactive and explainable manner. We anticipate xAI will ultimately serve pathologists as an interactive computational guide for computer-assisted primary diagnosis.",2.0
32537842,Role of Artificial Intelligence and Machine Learning in Nanosafety,2020 Sep;16(36):e2001883.,"Robotics and automation provide potentially paradigm shifting improvements in the way materials are synthesized and characterized, generating large, complex data sets that are ideal for modeling and analysis by modern machine learning (ML) methods. Nanomaterials have not yet fully captured the benefits of automation, so lag behind in the application of ML methods of data analysis. Here, some key developments in, and roadblocks to the application of ML methods are reviewed to model and predict potentially adverse biological and environmental effects of nanomaterials. This work focuses on the diverse ways a range of ML algorithms are applied to understand and predict nanomaterials properties, provides examples of the application of traditional ML and deep learning methods to nanosafety, and provides context and future perspectives on developments that are likely to occur, or need to occur in the near future that allow artificial intelligence to make a deeper contribution to nanosafety.",3.0
32536431,Artificial Intelligence and Echocardiography: A Primer for Cardiac Sonographers,2020 Sep;33(9):1061-1066.,"Artificial intelligence (AI) is emerging as a key component in diagnostic medical imaging, including echocardiography. AI with deep learning has already been used with automated view labeling, measurements, and interpretation. As the development and use of AI in echocardiography increase, potential concerns may be raised by cardiac sonographers and the profession. This report, from a sonographer's perspective, focuses on defining AI, the basics of the technology, identifying some current applications of AI, and how the use of AI may improve patient care in the future.",3.0
32532762,Artificial intelligence for anterior segment diseases: Emerging applications in ophthalmology,2021 Feb;105(2):158-168.,"With the advancement of computational power, refinement of learning algorithms and architectures, and availability of big data, artificial intelligence (AI) technology, particularly with machine learning and deep learning, is paving the way for 'intelligent' healthcare systems. AI-related research in ophthalmology previously focused on the screening and diagnosis of posterior segment diseases, particularly diabetic retinopathy, age-related macular degeneration and glaucoma. There is now emerging evidence demonstrating the application of AI to the diagnosis and management of a variety of anterior segment conditions. In this review, we provide an overview of AI applications to the anterior segment addressing keratoconus, infectious keratitis, refractive surgery, corneal transplant, adult and paediatric cataracts, angle-closure glaucoma and iris tumour, and highlight important clinical considerations for adoption of AI technologies, potential integration with telemedicine and future directions.",4.0
32532187,A Review of Drug Side Effect Identification Methods,2020;26(26):3096-3104.,"Drug side effects have become an important indicator for evaluating the safety of drugs. There are two main factors in the frequent occurrence of drug safety problems; on the one hand, the clinical understanding of drug side effects is insufficient, leading to frequent adverse drug reactions, while on the other hand, due to the long-term period and complexity of clinical trials, side effects of approved drugs on the market cannot be reported in a timely manner. Therefore, many researchers have focused on developing methods to identify drug side effects. In this review, we summarize the methods of identifying drug side effects and common databases in this field. We classified methods of identifying side effects into four categories: biological experimental, machine learning, text mining and network methods. We point out the key points of each kind of method. In addition, we also explain the advantages and disadvantages of each method. Finally, we propose future research directions.",
32529700,Global Leadership Initiative on Malnutrition (GLIM): Guidance on Validation of the Operational Criteria for the Diagnosis of Protein-Energy Malnutrition in Adults,2020 Aug;44(6):992-1003.,"Background:                    The Global Leadership Initiative on Malnutrition (GLIM) created a consensus-based framework consisting of phenotypic and etiologic criteria to record the occurrence of malnutrition in adults. This is a minimum set of practicable indicators for use in characterizing a patient/client as malnourished, considering the global variations in screening and nutrition assessment, and to be used across different healthcare settings. As with other consensus-based frameworks for diagnosing disease states, these operational criteria require validation and reliability testing, as they are currently based solely on expert opinion.              Methods:                    Several forms of validation and reliability are reviewed in the context of GLIM, providing guidance on how to conduct retrospective and prospective studies for criterion and construct validity.              Results:                    There are some aspects of GLIM that require refinement; research using large databases can be employed to reach this goal. Machine learning is also introduced as a potential method to support identification of the best cut points and combinations of indicators for use with the different forms of malnutrition, which the GLIM criteria were created to denote. It is noted as well that validation and reliability testing need to occur in a variety of sectors and populations and with diverse persons using GLIM criteria.              Conclusion:                    The guidance presented supports the conduct and publication of quality validation and reliability studies for GLIM.",1.0
32528977,Mini Review: Deep Learning for Atrial Segmentation From Late Gadolinium-Enhanced MRIs,2020 May 27;7:86.,"Segmentation and 3D reconstruction of the human atria is of crucial importance for precise diagnosis and treatment of atrial fibrillation, the most common cardiac arrhythmia. However, the current manual segmentation of the atria from medical images is a time-consuming, labor-intensive, and error-prone process. The recent emergence of artificial intelligence, particularly deep learning, provides an alternative solution to the traditional methods that fail to accurately segment atrial structures from clinical images. This has been illustrated during the recent 2018 Atrial Segmentation Challenge for which most of the challengers developed deep learning approaches for atrial segmentation, reaching high accuracy (>90% Dice score). However, as significant discrepancies exist between the approaches developed, many important questions remain unanswered, such as which deep learning architectures and methods to ensure reliability while achieving the best performance. In this paper, we conduct an in-depth review of the current state-of-the-art of deep learning approaches for atrial segmentation from late gadolinium-enhanced MRIs, and provide critical insights for overcoming the main hindrances faced in this task.",
32528777,Artificial Intelligence in Modern Medicine - The Evolving Necessity of the Present and Role in Transforming the Future of Medical Care,2020 May 9;12(5):e8041.,"The dexterity of computer systems to resemble and mimic human intelligence is artificial intelligence. Artificial intelligence has reformed the diagnostic and therapeutic precision and competence in various fields of medicine. Artificial intelligence appears to play a bright role in medical diagnosis. Computer systems using artificial intelligence help in the assessment of medical images and enormous data. This research aims to identify how artificial intelligence-based technology is reforming the art of medicine. Artificial intelligence empowers providers in improving efficiency and overall healthcare. Newer machine learning techniques lead the automatic diagnostic systems. Areas of medicine such as medical imaging, automated clinical decision-making support have made significant advances with respect to artificial intelligence technology. With improved diagnosis and prognosis, artificial intelligence possesses the capability to revolutionize various fields of medicine. Artificial intelligence has its own limitations and cannot replace a bedside clinician. In the evolving modern medical digital world, physicians need to support artificial intelligence rather than fear it replacing trained physicians for improved healthcare.",2.0
32525020,A survey on single and multi omics data mining methods in cancer data classification,2020 Jul;107:103466.,"Data analytics is routinely used to support biomedical research in all areas, with particular focus on the most relevant clinical conditions, such as cancer. Bioinformatics approaches, in particular, have been used to characterize the molecular aspects of diseases. In recent years, numerous studies have been performed on cancer based upon single and multi-omics data. For example, Single-omics-based studies have employed a diverse set of data, such as gene expression, DNA methylation, or miRNA, to name only a few instances. Despite that, a significant part of literature reports studies on gene expression with microarray datasets. Single-omics data have high numbers of attributes and very low sample counts. This characteristic makes them paradigmatic of an under-sampled, small-n large-p machine learning problem. An important goal of single-omics data analysis is to find the most relevant genes, in terms of their potential use in clinics and research, in the batch of available data. This problem has been addressed in gene selection as one of the pre-processing steps in data mining. An analysis that use only one type of data (single-omics) often miss the complexity of the landscape of molecular phenomena underlying the disease. As a result, they provide limited and sometimes poorly reliable information about the disease mechanisms. Therefore, in recent years, researchers have been eager to build models that are more complex, obtaining more reliable results using multi-omics data. However, to achieve this, the most important challenge is data integration. In this paper, we provide a comprehensive overview of the challenges in single and multi-omics data analysis of cancer data, focusing on gene selection and data integration methods.",
32522530,"Radiomics in neuro-oncology: Basics, workflow, and applications",2021 Apr;188:112-121.,"Over the last years, the amount, variety, and complexity of neuroimaging data acquired in patients with brain tumors for routine clinical purposes and the resulting number of imaging parameters have substantially increased. Consequently, a timely and cost-effective evaluation of imaging data is hardly feasible without the support of methods from the field of artificial intelligence (AI). AI can facilitate and shorten various time-consuming steps in the image processing workflow, e.g., tumor segmentation, thereby optimizing productivity. Besides, the automated and computer-based analysis of imaging data may help to increase data comparability as it is independent of the experience level of the evaluating clinician. Importantly, AI offers the potential to extract new features from the routinely acquired neuroimages of brain tumor patients. In combination with patient data such as survival, molecular markers, or genomics, mathematical models can be generated that allow, for example, the prediction of treatment response or prognosis, as well as the noninvasive assessment of molecular markers. The subdiscipline of AI dealing with the computation, identification, and extraction of image features, as well as the generation of prognostic or predictive mathematical models, is termed radiomics. This review article summarizes the basics, the current workflow, and methods used in radiomics with a focus on feature-based radiomics in neuro-oncology and provides selected examples of its clinical application.",4.0
32520786,Precision transplant pathology,2020 Aug;25(4):412-419.,"Purpose of review:                    Transplant pathology contributes substantially to personalized treatment of organ allograft recipients. Rapidly advancing next-generation human leukocyte antigen (HLA) sequencing and pathology are enhancing the abilities to improve donor/recipient matching and allograft monitoring.              Recent findings:                    The present review summarizes the workflow of a prototypical patient through a pathology practice, highlighting histocompatibility assessment and pathologic review of tissues as areas that are evolving to incorporate next-generation technologies while emphasizing critical needs of the field.              Summary:                    Successful organ transplantation starts with the most precise pratical donor-recipient histocompatibility matching. Next-generation sequencing provides the highest resolution donor-recipient matching and enables eplet mismatch scores and more precise monitoring of donor-specific antibodies (DSAs) that may arise after transplant. Multiplex labeling combined with hand-crafted machine learning is transforming traditional histopathology. The combination of traditional blood/body fluid laboratory tests, eplet and DSA analysis, traditional and next-generation histopathology, and -omics-based platforms enables risk stratification and identification of early subclinical molecular-based changes that precede a decline in allograft function. Needs include software integration of data derived from diverse platforms that can render the most accurate assessment of allograft health and needs for immunosuppression adjustments.",
