pmid,title,date,text,citations
33189866,Endothelial cell senescence: A machine learning-based meta-analysis of transcriptomic studies,2021 Jan;65:101213.,"Numerous systemic vascular dysfunction that leads to age-related diseases is highly associated with endothelial cell (EC) senescence; thus, identifying consensus features of EC senescence is crucial in understanding the mechanisms and identifying potential therapeutic targets. Here, by utilizing a total of 8 screened studies from different origins of ECs, we have successfully obtained common features in both gene and pathway level via sophisticated machine learning algorithms. A total of 400 differentially expressed genes (DEGs) were newly discovered with meta-analysis when compared to the usage of individual studies. The generated parsimonious model established 36 genes and 57 pathways features with non-zero coefficient, suggesting remarkable association of phosphoglycerate dehydrogenase and serine biosynthesis pathway with endothelial cellular senescence. For the cross-validation process to measure model performance of 36 deduced features, leave-one-study-out cross-validation (LOSOCV) was employed, resulting in an overall area under the receiver operating characteristic (AUROC) of 0.983 (95 % CI, 0.952, 1.000) showing excellent discriminative performance. Moreover, pathway-level analysis was performed by Pathifier algorithm, obtaining a total of 698 pathway deregulation scores from the 10,416 merged genes. In this process, high dimensional data was eventually narrowed down to 57 core pathways with AUROC value of 0.982 (95 % CI, 0.945, 1.000). The robust model with high performance underscores the merit of utilizing sophisticated meta-analysis in finding consensus features of endothelial cell senescence, which may lead to the development of therapeutic targets and advanced understanding of vascular dysfunction pathogenesis with further elucidation.",
33188785,The use of Motor and Cognitive Dual-Task quantitative assessment on subjects with mild cognitive impairment: A systematic review,2021 Jan;193:111393.,"Dementia and Alzheimer's Disease (AD) represent a health emergency. The identification of valid and noninvasive markers to identify people with Mild Cognitive Impairment (MCI) is profoundly advocated. This review outlines the use of quantitative Motor and Cognitive Dual-Task (MCDT) on MCI, by technologies aid. We describe the framework and the most valuable researches, displaying the adopted protocols, and the available technologies. PubMed Central, Web of Science, and Scopus were inspected between January 2010 and May 2020. 1939 articles were found in the initial quest. Exclusion criteria allowed the selection of the most relevant papers; 38 papers were included. The articles, regarding four technological solutions ""wearable sensors"", ""personal devices"", ""optokinetic systems"", and ""electronic walkways"", are organized into three categories: ""Quantitative MCDT"", ""MCDT Inspired by Neuropsychological Test"", and ""MCDT for MCI Stimulation"". MCDT might furnish clinical landmarks, supplying aid for disease stratication, risk prediction, and intervention optimization. Such protocols could foster the use of data mining and machine learning techniques. Notwithstanding, there is still a need to standardize and harmonize such protocols.",1.0
33186867,"Description, prediction and causation: Methodological challenges of studying child and adolescent development",2020 Dec;46:100867.,"Scientific research can be categorized into: a) descriptive research, with the main goal to summarize characteristics of a group (or person); b) predictive research, with the main goal to forecast future outcomes that can be used for screening, selection, or monitoring; and c) explanatory research, with the main goal to understand the underlying causal mechanism, which can then be used to develop interventions. Since each goal requires different research methods in terms of design, operationalization, model building and evaluation, it should form an important basis for decisions on how to set up and execute a study. To determine the extent to which developmental research is motivated by each goal and how this aligns with the research designs that are used, we evaluated 100 publications from the Consortium on Individual Development (CID). This analysis shows that the match between research goal and research design is not always optimal. We discuss alternative techniques, which are not yet part of the developmental scientist's standard toolbox, but that may help bridge some of the lurking gaps that developmental scientists encounter between their research design and their research goal. These include unsupervised and supervised machine learning, directed acyclical graphs, Mendelian randomization, and target trials.",2.0
33185950,Analytics with artificial intelligence to advance the treatment of acute respiratory distress syndrome,2020 Nov;13(4):301-312.,"Artificial intelligence (AI) has found its way into clinical studies in the era of big data. Acute respiratory distress syndrome (ARDS) or acute lung injury (ALI) is a clinical syndrome that encompasses a heterogeneous population. Management of such heterogeneous patient population is a big challenge for clinicians. With accumulating ALI datasets being publicly available, more knowledge could be discovered with sophisticated analytics. We reviewed literatures with big data analytics to understand the role of AI for improving the caring of patients with ALI/ARDS. Many studies have utilized the electronic medical records (EMR) data for the identification and prognostication of ARDS patients. As increasing number of ARDS clinical trials data is open to public, secondary analysis on these combined datasets provide a powerful way of finding solution to clinical questions with a new perspective. AI techniques such as Classification and Regression Tree (CART) and artificial neural networks (ANN) have also been successfully used in the investigation of ARDS problems. Individualized treatment of ARDS could be implemented with a support from AI as we are now able to classify ARDS into many subphenotypes by unsupervised machine learning algorithms. Interestingly, these subphenotypes show different responses to a certain intervention. However, current analytics involving ARDS have not fully incorporated information from omics such as transcriptome, proteomics, daily activities and environmental conditions. AI technology is assisting us to interpret complex data of ARDS patients and enable us to further improve the management of ARDS patients in future with individual treatment plans.",4.0
33184585,Cardiac Magnetic Resonance in Pulmonary Hypertension-an Update,2020;13(12):30.,"Purpose of review:                    This article reviews advances over the past 3 years in cardiac magnetic resonance (CMR) imaging in pulmonary hypertension (PH). We aim to bring the reader up-to-date with CMR applications in diagnosis, prognosis, 4D flow, strain analysis, T1 mapping, machine learning and ongoing research.              Recent findings:                    CMR volumetric and functional metrics are now established as valuable prognostic markers in PH. This imaging modality is increasingly used to assess treatment response and improves risk stratification when incorporated into PH risk scores. Emerging techniques such as myocardial T1 mapping may play a role in the follow-up of selected patients. Myocardial strain may be used as an early marker for right and left ventricular dysfunction and a predictor for mortality. Machine learning has offered a glimpse into future possibilities. Ongoing research of new PH therapies is increasingly using CMR as a clinical endpoint.              Summary:                    The last 3 years have seen several large studies establishing CMR as a valuable diagnostic and prognostic tool in patients with PH, with CMR increasingly considered as an endpoint in clinical trials of PH therapies. Machine learning approaches to improve automation and accuracy of CMR metrics and identify imaging features of PH is an area of active research interest with promising clinical utility.",
33182824,Evapotranspiration Estimation with Small UAVs in Precision Agriculture,2020 Nov 10;20(22):6427.,"Estimating evapotranspiration (ET) has been one of the most critical research areas in agriculture because of water scarcity, the growing population, and climate change. The accurate estimation and mapping of ET are necessary for crop water management. Traditionally, researchers use water balance, soil moisture, weighing lysimeters, or an energy balance approach, such as Bowen ratio or eddy covariance towers to estimate ET. However, these ET methods are point-specific or area-weighted measurements and cannot be extended to a large scale. With the advent of satellite technology, remote sensing images became able to provide spatially distributed measurements. However, the spatial resolution of multispectral satellite images is in the range of meters, tens of meters, or hundreds of meters, which is often not enough for crops with clumped canopy structures, such as trees and vines. Unmanned aerial vehicles (UAVs) can mitigate these spatial and temporal limitations. Lightweight cameras and sensors can be mounted on the UAVs and take high-resolution images. Unlike satellite imagery, the spatial resolution of the UAV images can be at the centimeter-level. UAVs can also fly on-demand, which provides high temporal imagery. In this study, the authors examined different UAV-based approaches of ET estimation at first. Models and algorithms, such as mapping evapotranspiration at high resolution with internalized calibration (METRIC), the two-source energy balance (TSEB) model, and machine learning (ML) are analyzed and discussed herein. Second, challenges and opportunities for UAVs in ET estimation are also discussed, such as uncooled thermal camera calibration, UAV image collection, and image processing. Then, the authors share views on ET estimation with UAVs for future research and draw conclusive remarks.",1.0
33182638,Wearable Sensors Incorporating Compensatory Reserve Measurement for Advancing Physiological Monitoring in Critically Injured Trauma Patients,2020 Nov 10;20(22):6413.,"Vital signs historically served as the primary method to triage patients and resources for trauma and emergency care, but have failed to provide clinically-meaningful predictive information about patient clinical status. In this review, a framework is presented that focuses on potential wearable sensor technologies that can harness necessary electronic physiological signal integration with a current state-of-the-art predictive machine-learning algorithm that provides early clinical assessment of hypovolemia status to impact patient outcome. The ability to study the physiology of hemorrhage using a human model of progressive central hypovolemia led to the development of a novel machine-learning algorithm known as the compensatory reserve measurement (CRM). Greater sensitivity, specificity, and diagnostic accuracy to detect hemorrhage and onset of decompensated shock has been demonstrated by the CRM when compared to all standard vital signs and hemodynamic variables. The development of CRM revealed that continuous measurements of changes in arterial waveform features represented the most integrated signal of physiological compensation for conditions of reduced systemic oxygen delivery. In this review, detailed analysis of sensor technologies that include photoplethysmography, tonometry, ultrasound-based blood pressure, and cardiogenic vibration are identified as potential candidates for harnessing arterial waveform analog features required for real-time calculation of CRM. The integration of wearable sensors with the CRM algorithm provides a potentially powerful medical monitoring advancement to save civilian and military lives in emergency medical settings.",
33180692,Can machine learning optimize the efficiency of the operating room in the era of COVID-19?,Nov-Dec 2020;63(6):E527-E529.,"The cancellation of large numbers of surgical procedures because of the coronavirus disease 2019 (COVID-19) pandemic has drastically extended wait lists and negatively affected patient care and experience. As many facilities resume clinical work owing to the currently low burden of disease in our community, we are faced with operative booking protocols and procedures that are not mathematically designed to optimize efficiency. Using a subset of artificial intelligence called ""machine learning,"" we have shown how the use of operating time can be optimized with a custom Python (a high-level programming language) script and an open source machine-learning algorithm, the ORTools software suite from the Google AI division of Alphabet Inc. This allowed the creation of customized models to optimize the efficiency of operating room booking times, which resulted in a reduction in nursing overtime of 21% - a theoretical cost savings of $469 000 over 3 years.",
33178623,"Diagnostic Methods, Clinical Guidelines, and Antibiotic Treatment for Group A Streptococcal Pharyngitis: A Narrative Review",2020 Oct 15;10:563627.,"The most common bacterial cause of pharyngitis is infection by Group A β-hemolytic streptococcus (GABHS), commonly known as strep throat. 5-15% of adults and 15-35% of children in the United States with pharyngitis have a GABHS infection. The symptoms of GABHS overlap with non-GABHS and viral causes of acute pharyngitis, complicating the problem of diagnosis. A careful physical examination and patient history is the starting point for diagnosing GABHS. After a physical examination and patient history is completed, five types of diagnostic methods can be used to ascertain the presence of a GABHS infection: clinical scoring systems, rapid antigen detection tests, throat culture, nucleic acid amplification tests, and machine learning and artificial intelligence. Clinical guidelines developed by professional associations can help medical professionals choose among available techniques to diagnose strep throat. However, guidelines for diagnosing GABHS created by the American and European professional associations vary significantly, and there is substantial evidence that most physicians do not follow any published guidelines. Treatment for GABHS using analgesics, antipyretics, and antibiotics seeks to provide symptom relief, shorten the duration of illness, prevent nonsuppurative and suppurative complications, and decrease the risk of contagion, while minimizing the unnecessary use of antibiotics. There is broad agreement that antibiotics with narrow spectrums of activity are appropriate for treating strep throat. But whether and when patients should be treated with antibiotics for GABHS remains a controversial question. There is no clearly superior management strategy for strep throat, as significant controversy exists regarding the best methods to diagnose GABHS and under what conditions antibiotics should be prescribed.",
33175480,Testing a Machine Learning Tool for Facilitating Living Systematic Reviews of Chronic Pain Treatments [Internet],,"Background:                    Living systematic reviews can more rapidly and efficiently incorporate new evidence into systematic reviews through ongoing updates. A challenge to conducting living systematic reviews is identifying new articles in a timely manner. Optimizing search strategies to identify new studies before they have undergone indexing in electronic databases and automation using machine learning classifiers may increase the efficiency of identifying relevant new studies.              Methods:                    This project had three stages: develop optimized search strategies (Stage 1), test machine learning classifier on optimized searches (Stage 2), and test machine learning classifier on monthly update searches (Stage 3). Ovid® MEDLINE® search strategies were developed for three previously conducted chronic pain reviews using standard methods, combining National Library of Medicine Medical Subject Headings (MeSH) terms and text words (“standard searches”). Text word-only search strategies (“optimized searches”) were also developed based on the inclusion criteria for each review. In Stage 2, a machine learning classifier was trained and refined using citations from each of the completed pain reviews (“training set”) and tested on a subset of more recent citations (“simulated update”), to develop models that could predict the relevant of citations for each topic. In Stage 3, the machine learning models were prospectively applied to “optimized” monthly update searches conducted for the three pain reviews.              Results:                    In Stage 1, the optimized searches were less precise than the standard searches (i.e., identified more citations that reviewers eventually excluded) but were highly sensitive. In Stage 2, a machine learning classifier using a support vector machine model achieved 96 to 100 percent recall for all topics, with precision of between 1 and 7 percent. Performance was similar using the training data and on the simulated updates. The machine learning classifier excluded 35 to 65 percent of studies classified as low relevance. In Stage 3, the machine classifier achieved 97 to 100 percent sensitivity and excluded (i.e., classified as very low probability) 45 to 76 percent of studies identified in prospective, actual update searches. The estimated savings in time using the machine classifier ranged from 2.0 to 13.2 hours.              Conclusions:                    Text word-only searches to facilitate the conduct of living systematic reviews are associated with high sensitivity but reduced precision compared with standard searches using MeSH indexing terms. A machine learning classifier had high recall for identifying studies identified using text word searches, but had low to moderate precision, resulting in a small to moderate estimated time savings when applied to update searches.",
33176311,Recent Advances in Medical Image Processing,2020 Nov 11;1-14.,"Background:                    Application and development of the artificial intelligence technology have generated a profound impact in the field of medical imaging. It helps medical personnel to make an early and more accurate diagnosis. Recently, the deep convolution neural network is emerging as a principal machine learning method in computer vision and has received significant attention in medical imaging. Key Message: In this paper, we will review recent advances in artificial intelligence, machine learning, and deep convolution neural network, focusing on their applications in medical image processing. To illustrate with a concrete example, we discuss in detail the architecture of a convolution neural network through visualization to help understand its internal working mechanism.              Summary:                    This review discusses several open questions, current trends, and critical challenges faced by medical image processing and artificial intelligence technology.",
33173516,Selective Review of Neuroimaging Findings in Youth at Clinical High Risk for Psychosis: On the Path to Biomarkers for Conversion,2020 Sep 23;11:567534.,"First episode psychosis (FEP), and subsequent diagnosis of schizophrenia or schizoaffective disorder, predominantly occurs during late adolescence, is accompanied by a significant decline in function and represents a traumatic experience for patients and families alike. Prior to first episode psychosis, most patients experience a prodromal period of 1-2 years, during which symptoms first appear and then progress. During that time period, subjects are referred to as being at Clinical High Risk (CHR), as a prodromal period can only be designated in hindsight in those who convert. The clinical high-risk period represents a critical window during which interventions may be targeted to slow or prevent conversion to psychosis. However, only one third of subjects at clinical high risk will convert to psychosis and receive a formal diagnosis of a primary psychotic disorder. Therefore, in order for targeted interventions to be developed and applied, predicting who among this population will convert is of critical importance. To date, a variety of neuroimaging modalities have identified numerous differences between CHR subjects and healthy controls. However, complicating attempts at predicting conversion are increasingly recognized co-morbidities, such as major depressive disorder, in a significant number of CHR subjects. The result of this is that phenotypes discovered between CHR subjects and healthy controls are likely non-specific to psychosis and generalized for major mental illness. In this paper, we selectively review evidence for neuroimaging phenotypes in CHR subjects who later converted to psychosis. We then evaluate the recent landscape of machine learning as it relates to neuroimaging phenotypes in predicting conversion to psychosis.",
33169338,Machine learning and statistical methods for predicting mortality in heart failure,2021 May;26(3):545-552.,"Heart failure is a debilitating clinical syndrome associated with increased morbidity, mortality, and frequent hospitalization, leading to increased healthcare budget utilization. Despite the exponential growth in the introduction of pharmacological agents and medical devices that improve survival, many heart failure patients, particularly those with a left ventricular ejection fraction less than 40%, still experience persistent clinical symptoms that lead to an overall decreased quality of life. Clinical risk prediction is one of the strategies that has been implemented for the selection of high-risk patients and for guiding therapy. However, most risk predictive models have not been well-integrated into the clinical setting. This is partly due to inherent limitations, such as creating risk predicting models using static clinical data that does not consider the dynamic nature of heart failure. Another limiting factor preventing clinicians from utilizing risk prediction models is the lack of insight into how predictive models are built. This review article focuses on describing how predictive models for risk-stratification of patients with heart failure are built.",1.0
33167561,Application of Transfer Learning in EEG Decoding Based on Brain-Computer Interfaces: A Review,2020 Nov 5;20(21):6321.,"The algorithms of electroencephalography (EEG) decoding are mainly based on machine learning in current research. One of the main assumptions of machine learning is that training and test data belong to the same feature space and are subject to the same probability distribution. However, this may be violated in EEG processing. Variations across sessions/subjects result in a deviation of the feature distribution of EEG signals in the same task, which reduces the accuracy of the decoding model for mental tasks. Recently, transfer learning (TL) has shown great potential in processing EEG signals across sessions/subjects. In this work, we reviewed 80 related published studies from 2010 to 2020 about TL application for EEG decoding. Herein, we report what kind of TL methods have been used (e.g., instance knowledge, feature representation knowledge, and model parameter knowledge), describe which types of EEG paradigms have been analyzed, and summarize the datasets that have been used to evaluate performance. Moreover, we discuss the state-of-the-art and future development of TL for EEG decoding. The results show that TL can significantly improve the performance of decoding models across subjects/sessions and can reduce the calibration time of brain-computer interface (BCI) systems. This review summarizes the current practical suggestions and performance outcomes in the hope that it will provide guidance and help for EEG research in the future.",2.0
33167558,Computational Diagnostic Techniques for Electrocardiogram Signal Analysis,2020 Nov 5;20(21):6318.,"Cardiovascular diseases (CVDs), including asymptomatic myocardial ischemia, angina, myocardial infarction, and ischemic heart failure, are the leading cause of death globally. Early detection and treatment of CVDs significantly contribute to the prevention or delay of cardiovascular death. Electrocardiogram (ECG) records the electrical impulses generated by heart muscles, which reflect regular or irregular beating activity. Computer-aided techniques provide fast and accurate tools to identify CVDs using a patient's ECG signal, which have achieved great success in recent years. Latest computational diagnostic techniques based on ECG signals for estimating CVDs conditions are summarized here. The procedure of ECG signals analysis is discussed in several subsections, including data preprocessing, feature engineering, classification, and application. In particular, the End-to-End models integrate feature extraction and classification into learning algorithms, which not only greatly simplifies the process of data analysis, but also shows excellent accuracy and robustness. Portable devices enable users to monitor their cardiovascular status at any time, bringing new scenarios as well as challenges to the application of ECG algorithms. Computational diagnostic techniques for ECG signal analysis show great potential for helping health care professionals, and their application in daily life benefits both patients and sub-healthy people.",
33165729,Suicide Risk Assessment Using Machine Learning and Social Networks: a Scoping Review,2020 Nov 9;44(12):205.,"According to the World Health Organization (WHO) report in 2016, around 800,000 of individuals have committed suicide. Moreover, suicide is the second cause of unnatural death in people between 15 and 29 years. This paper reviews state of the art on the literature concerning the use of machine learning methods for suicide detection on social networks. Consequently, the objectives, data collection techniques, development process and the validation metrics used for suicide detection on social networks are analyzed. The authors conducted a scoping review using the methodology proposed by Arksey and O'Malley et al. and the PRISMA protocol was adopted to select the relevant studies. This scoping review aims to identify the machine learning techniques used to predict suicide risk based on information posted on social networks. The databases used are PubMed, Science Direct, IEEE Xplore and Web of Science. In total, 50% of the included studies (8/16) report explicitly the use of data mining techniques for feature extraction, feature detection or entity identification. The most commonly reported method was the Linguistic Inquiry and Word Count (4/8, 50%), followed by Latent Dirichlet Analysis, Latent Semantic Analysis, and Word2vec (2/8, 25%). Non-negative Matrix Factorization and Principal Component Analysis were used only in one of the included studies (12.5%). In total, 3 out of 8 research papers (37.5%) combined more than one of those techniques. Supported Vector Machine was implemented in 10 out of the 16 included studies (62.5%). Finally, 75% of the analyzed studies implement machine learning-based models using Python.",1.0
