pmid,title,date,text,citations
32950874,Use and performance of machine learning models for type 2 diabetes prediction in community settings: A systematic review and meta-analysis,2020 Nov;143:104268.,"Objective:                    We aimed to identify machine learning (ML) models for type 2 diabetes (T2DM) prediction in community settings and determine their predictive performance.              Method:                    Systematic review of ML predictive modelling studies in 13 databases since 2009 was conducted. Primary outcomes included metrics of discrimination, calibration, and classification. Secondary outcomes included important variables, level of validation, and intended use of models. Meta-analysis of c-indices, subgroup analyses, meta-regression, publication bias assessments and sensitivity analyses were conducted.              Results:                    Twenty-three studies (40 prediction models) were included. Studies with high-, moderate-, and low- risk of bias were 3, 14, and 6 respectively. All studies conducted internal validation whereas none conducted external validation of their models. Twenty studies provided classification metrics to varying extents whereas only 7 studies performed model calibration. Eighteen studies reported information on both the variables used for model development and the feature importance. Twelve studies highlighted potential applicability of their models for T2DM screening. Meta-analysis produced a good pooled c-index (0.812). Sources of heterogeneity were identified through subgroup analyses and meta-regression. Issues pertaining to methodological quality and reporting were observed.              Conclusions:                    We found evidence of good performance of ML models for T2DM prediction in the community. Improvements to methodology, reporting and validation are needed before they can be used at scale.",1.0
32948476,Developing an AI project,2020 Dec;51(4):550-559.,"Artificial intelligence applications can very powerful in areas of speech recognition, image processing and identification, medical diagnosis and clustering to name a few. There is a perception that developing your own artificial intelligence (AI) application can be a daunting task, requiring in-depth knowledge and programming skills. This is not entirely true since many desktop and laptop systems have computing power that can accommodate machine- and deeplearning development, the available options for code development and a broad support base. A generic guide in developing a platform for AI project development is presented.",
32946413,Artificial Intelligence for COVID-19: Rapid Review,2020 Oct 27;22(10):e21476.,"Background:                    COVID-19 was first discovered in December 2019 and has since evolved into a pandemic.              Objective:                    To address this global health crisis, artificial intelligence (AI) has been deployed at various levels of the health care system. However, AI has both potential benefits and limitations. We therefore conducted a review of AI applications for COVID-19.              Methods:                    We performed an extensive search of the PubMed and EMBASE databases for COVID-19-related English-language studies published between December 1, 2019, and March 31, 2020. We supplemented the database search with reference list checks. A thematic analysis and narrative review of AI applications for COVID-19 was conducted.              Results:                    In total, 11 papers were included for review. AI was applied to COVID-19 in four areas: diagnosis, public health, clinical decision making, and therapeutics. We identified several limitations including insufficient data, omission of multimodal methods of AI-based assessment, delay in realization of benefits, poor internal/external validation, inability to be used by laypersons, inability to be used in resource-poor settings, presence of ethical pitfalls, and presence of legal barriers. AI could potentially be explored in four other areas: surveillance, combination with big data, operation of other core clinical services, and management of patients with COVID-19.              Conclusions:                    In view of the continuing increase in the number of cases, and given that multiple waves of infections may occur, there is a need for effective methods to help control the COVID-19 pandemic. Despite its shortcomings, AI holds the potential to greatly augment existing human efforts, which may otherwise be overwhelmed by high patient numbers.",4.0
32946272,Artificial Intelligence and Deep Learning in Neuroradiology: Exploring the New Frontier,2021 Feb;72(1):35-44.,"There have been many recently published studies exploring machine learning (ML) and deep learning applications within neuroradiology. The improvement in performance of these techniques has resulted in an ever-increasing number of commercially available tools for the neuroradiologist. In this narrative review, recent publications exploring ML in neuroradiology are assessed with a focus on several key clinical domains. In particular, major advances are reviewed in the context of: (1) intracranial hemorrhage detection, (2) stroke imaging, (3) intracranial aneurysm screening, (4) multiple sclerosis imaging, (5) neuro-oncology, (6) head and tumor imaging, and (7) spine imaging.",1.0
32944070,Machine intelligence for nerve conduit design and production,2020 Sep 9;14:25.,"Nerve guidance conduits (NGCs) have emerged from recent advances within tissue engineering as a promising alternative to autografts for peripheral nerve repair. NGCs are tubular structures with engineered biomaterials, which guide axonal regeneration from the injured proximal nerve to the distal stump. NGC design can synergistically combine multiple properties to enhance proliferation of stem and neuronal cells, improve nerve migration, attenuate inflammation and reduce scar tissue formation. The aim of most laboratories fabricating NGCs is the development of an automated process that incorporates patient-specific features and complex tissue blueprints (e.g. neurovascular conduit) that serve as the basis for more complicated muscular and skin grafts. One of the major limitations for tissue engineering is lack of guidance for generating tissue blueprints and the absence of streamlined manufacturing processes. With the rapid expansion of machine intelligence, high dimensional image analysis, and computational scaffold design, optimized tissue templates for 3D bioprinting (3DBP) are feasible. In this review, we examine the translational challenges to peripheral nerve regeneration and where machine intelligence can innovate bottlenecks in neural tissue engineering.",
32942236,Application of machine learning methods for the prediction of organic solid waste treatment and recycling processes: A review,2021 Jan;319:124114.,"Conventional treatment and recycling methods of organic solid waste contain inherent flaws, such as low efficiency, low accuracy, high cost, and potential environmental risks. In the past decade, machine learning has gradually attracted increasing attention in solving the complex problems of organic solid waste treatment. Although significant research has been carried out, there is a lack of a systematic review of the research findings in this field. This study sorts the research studies published between 2003 and 2020, summarizes the specific application fields, characteristics, and suitability of different machine learning models, and discusses the relevant application limitations and future prospects. It can be concluded that studies mostly focused on municipal solid waste management, followed by anaerobic digestion, thermal treatment, composting, and landfill. The most widely used model is the artificial neural network, which has been successfully applied to various complicated non-linear organic solid waste related problems.",
32941995,Computational methods and next-generation sequencing approaches to analyze epigenetics data: Profiling of methods and applications,2021 Mar;187:92-103.,"Epigenetics is mainly comprised of features that regulate genomic interactions thereby playing a crucial role in a vast array of biological processes. Epigenetic mechanisms such as DNA methylation and histone modifications influence gene expression by modulating the packaging of DNA in the nucleus. A plethora of studies have emphasized the importance of analyzing epigenetics data through genome-wide studies and high-throughput approaches, thereby providing key insights towards epigenetics-based diseases such as cancer. Recent advancements have been made towards translating epigenetics research into a high throughput approach such as genome-scale profiling. Amongst all, bioinformatics plays a pivotal role in achieving epigenetics-related computational studies. Despite significant advancements towards epigenomic profiling, it is challenging to understand how various epigenetic modifications such as chromatin modifications and DNA methylation regulate gene expression. Next-generation sequencing (NGS) provides accurate and parallel sequencing thereby allowing researchers to comprehend epigenomic profiling. In this review, we summarize different computational methods such as machine learning and other bioinformatics tools, publicly available databases and resources to identify key modifications associated with epigenetic machinery. Additionally, the review also focuses on understanding recent methodologies related to epigenome profiling using NGS methods ranging from library preparation, different sequencing platforms and analytical techniques to evaluate various epigenetic modifications such as DNA methylation and histone modifications. We also provide detailed information on bioinformatics tools and computational strategies responsible for analyzing large scale data in epigenetics.",2.0
32941248,Novel classifications for systemic sclerosis: challenging historical subsets to unlock new doors,2020 Nov;32(6):463-471.,"Purpose of review:                    Systemic sclerosis (SSc) is a severe rheumatic disease characterized by a considerable heterogeneity in clinical presentations and pathophysiological mechanisms. This variability has a substantial impact on morbidity and mortality and limits the generalizability of clinical trial results. This review aims to highlight recent studies that have proposed new innovative approaches to decipher this heterogeneity, in particular, by attempting to optimize disease classification.              Recent findings:                    The historical dichotomy limited/diffuse subsets based on cutaneous involvement has been challenged by studies highlighting an underestimated heterogeneity between these two subtypes and showing that presence of organ damage and autoantibody profiles markedly influenced survival beyond skin extension. Advanced computational methods using unsupervised machine learning analyses of clinical variables and/or high-throughput omics technologies, clinical variables trajectories modelling overtime or radiomics have provided significant insights on key pathogenic processes that could help defining new subgroups beyond the diffuse/limited subsets.              Summary:                    We can anticipate that a future classification of SSc patients will integrate innovative approaches encompassing clinical phenotypes, variables trajectories, serological features and innovative omics molecular signatures. It nevertheless seems crucial to also pursue the implementation and standardization of readily available and easy to use tools that can be used in clinical practice.",1.0
32937683,Understanding mass spectrometry images: complexity to clarity with machine learning,2021 Apr;112(4):e23400.,"The application of artificial intelligence and machine learning to hyperspectral mass spectrometry imaging (MSI) data has received considerable attention over recent years. Various methodologies have shown great promise in their ability to handle the complexity and size of MSI data sets. Advances in this area have been particularly appealing for MSI of biological samples, which typically produce highly complicated data with often subtle relationships between features. There are many different machine learning approaches that have been applied to MSI data over the past two decades. In this review, we focus on a subset of non-linear machine learning techniques that have mostly only been applied in the past 5 years. Specifically, we review the use of the self-organizing map (SOM), SOM with relational perspective mapping (SOM-RPM), t-distributed stochastic neighbor embedding (t-SNE) and uniform manifold approximation and projection (UMAP). While not their only functionality, we have grouped these techniques based on their ability to produce what we refer to as similarity maps. Similarity maps are color representations of hyperspectral data, in which spectral similarity between pixels-that is, their distance in high-dimensional space-is represented by relative color similarity. In discussing these techniques, we describe, briefly, their associated algorithms and functionalities, and also outline applications in MSI research with a strong focus on biological sample types. The aim of this review is therefore to introduce this relatively recent paradigm for visualizing and exploring hyperspectral MSI, while also providing a comparison between each technique discussed.",
32936770,Identification of Risk Factors and Symptoms of COVID-19: Analysis of Biomedical Literature and Social Media Data,2020 Oct 2;22(10):e20509.,"Background:                    In December 2019, the COVID-19 outbreak started in China and rapidly spread around the world. Lack of a vaccine or optimized intervention raised the importance of characterizing risk factors and symptoms for the early identification and successful treatment of patients with COVID-19.              Objective:                    This study aims to investigate and analyze biomedical literature and public social media data to understand the association of risk factors and symptoms with the various outcomes observed in patients with COVID-19.              Methods:                    Through semantic analysis, we collected 45 retrospective cohort studies, which evaluated 303 clinical and demographic variables across 13 different outcomes of patients with COVID-19, and 84,140 Twitter posts from 1036 COVID-19-positive users. Machine learning tools to extract biomedical information were introduced to identify mentions of uncommon or novel symptoms in tweets. We then examined and compared two data sets to expand our landscape of risk factors and symptoms related to COVID-19.              Results:                    From the biomedical literature, approximately 90% of clinical and demographic variables showed inconsistent associations with COVID-19 outcomes. Consensus analysis identified 72 risk factors that were specifically associated with individual outcomes. From the social media data, 51 symptoms were characterized and analyzed. By comparing social media data with biomedical literature, we identified 25 novel symptoms that were specifically mentioned in tweets but have been not previously well characterized. Furthermore, there were certain combinations of symptoms that were frequently mentioned together in social media.              Conclusions:                    Identified outcome-specific risk factors, symptoms, and combinations of symptoms may serve as surrogate indicators to identify patients with COVID-19 and predict their clinical outcomes in order to provide appropriate treatments.",3.0
32936673,The RNS System: brain-responsive neurostimulation for the treatment of epilepsy,2021 Feb;18(2):129-138.,"Introduction: Epilepsy affects more than 1% of the US population, and over 30% of adults with epilepsy do not respond to antiseizure medications without life-impacting medication-related side effects. Resection of the seizure focus is not an option for many patients because it would cause unacceptable neurological or cognitive harm. For these patients, neuromodulation has emerged as a nondestructive, effective, and safe alternative. The NeuroPace® RNS® System, the only brain-responsive neurostimulation device, records neural activity from leads placed at one or two seizure foci. When the neurostimulator detects epileptiform activity, as defined for each patient by his or her physician, brief pulses of electrical stimulation are delivered to normalize the activity.Areas covered: This review describes the RNS System, the results of multi-year clinical trials, and the research discoveries enabled by the chronic ambulatory brain data collected by the RNS System.Expert commentary: Brain-responsive neurostimulation could potentially be used to treat any episodic neurological disorder that's accompanied by a neurophysiological biomarker of severity. Combining advanced machine learning approaches with the chronic ambulatory brain data collected by the RNS System could eventually enable automatic fine-tuning of detection and stimulation for each patient, creating a general-purpose neurotechnological platform for precision medicine.",1.0
32936088,Artificial Intelligence for the Prediction of Helicobacter Pylori Infection in Endoscopic Images: Systematic Review and Meta-Analysis Of Diagnostic Test Accuracy,2020 Sep 16;22(9):e21983.,"Background:                    Helicobacter pylori plays a central role in the development of gastric cancer, and prediction of H pylori infection by visual inspection of the gastric mucosa is an important function of endoscopy. However, there are currently no established methods of optical diagnosis of H pylori infection using endoscopic images. Definitive diagnosis requires endoscopic biopsy. Artificial intelligence (AI) has been increasingly adopted in clinical practice, especially for image recognition and classification.              Objective:                    This study aimed to evaluate the diagnostic test accuracy of AI for the prediction of H pylori infection using endoscopic images.              Methods:                    Two independent evaluators searched core databases. The inclusion criteria included studies with endoscopic images of H pylori infection and with application of AI for the prediction of H pylori infection presenting diagnostic performance. Systematic review and diagnostic test accuracy meta-analysis were performed.              Results:                    Ultimately, 8 studies were identified. Pooled sensitivity, specificity, diagnostic odds ratio, and area under the curve of AI for the prediction of H pylori infection were 0.87 (95% CI 0.72-0.94), 0.86 (95% CI 0.77-0.92), 40 (95% CI 15-112), and 0.92 (95% CI 0.90-0.94), respectively, in the 1719 patients (385 patients with H pylori infection vs 1334 controls). Meta-regression showed methodological quality and included the number of patients in each study for the purpose of heterogeneity. There was no evidence of publication bias. The accuracy of the AI algorithm reached 82% for discrimination between noninfected images and posteradication images.              Conclusions:                    An AI algorithm is a reliable tool for endoscopic diagnosis of H pylori infection. The limitations of lacking external validation performance and being conducted only in Asia should be overcome.              Trial registration:                    PROSPERO CRD42020175957; https://www.crd.york.ac.uk/prospero/display_record.php?RecordID=175957.",1.0
32935376,Artificial intelligence in endoscopy: Present and future perspectives,2021 Jan;33(2):218-230.,"Artificial intelligence (AI) has been attracting considerable attention as an important scientific topic in the field of medicine. Deep-leaning (DL) technologies have been applied more dominantly than other traditional machine-learning methods. They have demonstrated excellent capability to retract visual features of objectives, even unnoticeable ones for humans, and analyze huge amounts of information within short periods. The amount of research applying DL-based models to real-time computer-aided diagnosis (CAD) systems has been increasing steadily in the GI endoscopy field. An array of published data has already demonstrated the advantages of DL-based CAD models in the detection and characterization of various neoplastic lesions, regardless of the level of the GI tract. Although the diagnostic performances and study designs vary widely, owing to a lack of academic standards to assess the capability of AI for GI endoscopic diagnosis fairly, the superiority of CAD models has been demonstrated for almost all applications studied so far. Most of the challenges associated with AI in the endoscopy field are general problems for AI models used in the real world outside of medical fields. Solutions have been explored seriously and some solutions have been tested in the endoscopy field. Given that AI has become the basic technology to make machines react to the environment, AI would be a major technological paradigm shift, for not only diagnosis but also treatment. In the near future, autonomous endoscopic diagnosis might no longer be just a dream, as we are witnessing with the advent of autonomously driven electric vehicles.",
32933862,Big Data Solutions for Controversies in Breast Cancer Treatment,2020 Aug 12;S1526-8209(20)30208-1.,"The digital world of data is expanding with an annual growth rate of 40%, and health care is among the fastest growing sector of the digital world with an annual growth rate of 48%. Rapid growth in technology has augmented data generation; for example, electronic health records produce huge amounts of patient-level data, whereas national registries capture information on numerous factors affecting health care delivery and patient outcomes. This big data can be utilized to improve health care outcomes. This review discusses relevant applications in breast cancer treatment.",
32931932,Deep learning of brain magnetic resonance images: A brief review,2020 Sep 12;S1046-2023(20)30202-4.,"Magnetic resonance imaging (MRI) is one of the most popular techniques in brain science and is important for understanding brain function and neuropsychiatric disorders. However, the processing and analysis of MRI is not a trivial task with lots of challenges. Recently, deep learning has shown superior performance over traditional machine learning approaches in image analysis. In this survey, we give a brief review of the recent popular deep learning approaches and their applications in brain MRI analysis. Furthermore, popular brain MRI databases and deep learning tools are also introduced. The strength and weaknesses of different approaches are addressed, and challenges as well as future directions are also discussed.",
32931022,"Clinical trial design: Past, present, and future in the context of big data and precision medicine",2020 Nov 15;126(22):4838-4846.,"Clinical trials are fundamental for advances in cancer treatment. The traditional framework of phase 1 to 3 trials is designed for incremental advances between regimens. However, our ability to understand and treat cancer has evolved with the increase in drugs targeting an expanding array of therapeutic targets, the development of progressively comprehensive data sets, and emerging computational analytics, all of which are reshaping our treatment strategies. A more robust linkage between drugs and underlying cancer biology is blurring historical lines that define trials on the basis of cancer type. The complexity of the molecular basis of cancer, coupled with manifold variations in clinical status, is driving the individually tailored use of combinations of precision targeted drugs. This approach is spawning a new era of clinical trial types. Although most care is delivered in a community setting, large centers support real-time multi-omic analytics and their integrated interpretation by using machine learning in the context of real-world data sets. Coupling the analytic capabilities of large centers to the tailored delivery of therapy in the community is forging a paradigm that is optimizing service for patients. Understanding the importance of these evolving trends across the health care spectrum will affect our treatment of cancer in the future and is the focus of this review.",1.0
32930431,Rational Design of Semiconductor-Based Chemiresistors and their Libraries for Next-Generation Artificial Olfaction,2020 Dec;32(51):e2002075.,"Artificial olfaction based on gas sensor arrays aims to substitute for, support, and surpass human olfaction. Like mammalian olfaction, a larger number of sensors and more signal processing are crucial for strengthening artificial olfaction. Due to rapid progress in computing capabilities and machine-learning algorithms, on-demand high-performance artificial olfaction that can eclipse human olfaction becomes inevitable once diverse and versatile gas sensing materials are provided. Here, rational strategies to design a myriad of different semiconductor-based chemiresistors and to grow gas sensing libraries enough to identify a wide range of odors and gases are reviewed, discussed, and suggested. Key approaches include the use of p-type oxide semiconductors, multinary perovskite and spinel oxides, carbon-based materials, metal chalcogenides, their heterostructures, as well as heterocomposites as distinctive sensing materials, the utilization of bilayer sensor design, the design of robust sensing materials, and the high-throughput screening of sensing materials. In addition, the state-of-the-art and key issues in the implementation of electronic noses are discussed. Finally, a perspective on chemiresistive sensing materials for next-generation artificial olfaction is provided.",2.0
32928475,Constructing bi-plots for random forest: Tutorial,2020 Sep 22;1131:146-155.,"Current technological developments have allowed for a significant increase and availability of data. Consequently, this has opened enormous opportunities for the machine learning and data science field, translating into the development of new algorithms in a wide range of applications in medical, biomedical, daily-life, and national security areas. Ensemble techniques are among the pillars of the machine learning field, and they can be defined as approaches in which multiple, complex, independent/uncorrelated, predictive models are subsequently combined by either averaging or voting to yield a higher model performance. Random forest (RF), a popular ensemble method, has been successfully applied in various domains due to its ability to build predictive models with high certainty and little necessity of model optimization. RF provides both a predictive model and an estimation of the variable importance. However, the estimation of the variable importance is based on thousands of trees, and therefore, it does not specify which variable is important for which sample group. The present study demonstrates an approach based on the pseudo-sample principle that allows for construction of bi-plots (i.e. spin plots) associated with RF models. The pseudo-sample principle for RF. is explained and demonstrated by using two simulated datasets, and three different types of real data, which include political sciences, food chemistry and the human microbiome data. The pseudo-sample bi-plots, associated with RF and its unsupervised version, allow for a versatile visualization of multivariate models, and the variable importance and the relation among them.",
32925312,Machine learning in the optimization of robotics in the operative field,2020 Nov;30(6):808-816.,"Purpose of review:                    The increasing use of robotics in urologic surgery facilitates collection of 'big data'. Machine learning enables computers to infer patterns from large datasets. This review aims to highlight recent findings and applications of machine learning in robotic-assisted urologic surgery.              Recent findings:                    Machine learning has been used in surgical performance assessment and skill training, surgical candidate selection, and autonomous surgery. Autonomous segmentation and classification of surgical data have been explored, which serves as the stepping-stone for providing real-time surgical assessment and ultimately, improve surgical safety and quality. Predictive machine learning models have been created to guide appropriate surgical candidate selection, whereas intraoperative machine learning algorithms have been designed to provide 3-D augmented reality and real-time surgical margin checks. Reinforcement-learning strategies have been utilized in autonomous robotic surgery, and the combination of expert demonstrations and trial-and-error learning by the robot itself is a promising approach towards autonomy.              Summary:                    Robot-assisted urologic surgery coupled with machine learning is a burgeoning area of study that demonstrates exciting potential. However, further validation and clinical trials are required to ensure the safety and efficacy of incorporating machine learning into surgical practice.",
