pmid,title,date,text,citations
32664491,Prevention of Prosthetic Joint Infection: From Traditional Approaches towards Quality Improvement and Data Mining,2020 Jul 11;9(7):2190.,"A projected increased use of total joint arthroplasties will naturally result in a related increase in the number of prosthetic joint infections (PJIs). Suppression of the local peri-implant immune response counters efforts to eradicate bacteria, allowing the formation of biofilms and compromising preventive measures taken in the operating room. For these reasons, the prevention of PJI should focus concurrently on the following targets: (i) identifying at-risk patients; (ii) reducing ""bacterial load"" perioperatively; (iii) creating an antibacterial/antibiofilm environment at the site of surgery; and (iv) stimulating the local immune response. Despite considerable recent progress made in experimental and clinical research, a large discrepancy persists between proposed and clinically implemented preventative strategies. The ultimate anti-infective strategy lies in an optimal combination of all preventative approaches into a single ""clinical pack"", applied rigorously in all settings involving prosthetic joint implantation. In addition, ""anti-infective"" implants might be a choice in patients who have an increased risk for PJI. However, further progress in the prevention of PJI is not imaginable without a close commitment to using quality improvement tools in combination with continual data mining, reflecting the efficacy of the preventative strategy in a particular clinical setting.",2.0
32663517,Advancing computer-aided drug discovery (CADD) by big data and data-driven machine learning modeling,2020 Sep;25(9):1624-1638.,"Advancing a new drug to market requires substantial investments in time as well as financial resources. Crucial bioactivities for drug candidates, including their efficacy, pharmacokinetics (PK), and adverse effects, need to be investigated during drug development. With advancements in chemical synthesis and biological screening technologies over the past decade, a large amount of biological data points for millions of small molecules have been generated and are stored in various databases. These accumulated data, combined with new machine learning (ML) approaches, such as deep learning, have shown great potential to provide insights into relevant chemical structures to predict in vitro, in vivo, and clinical outcomes, thereby advancing drug discovery and development in the big data era.",2.0
32657885,Machine learning for classification and prediction of brain diseases: recent advances and upcoming challenges,2020 Aug;33(4):439-450.,"Purpose of review:                    Machine learning is an artificial intelligence technique that allows computers to perform a task without being explicitly programmed. Machine learning can be used to assist diagnosis and prognosis of brain disorders. Although the earliest articles date from more than ten years ago, research increases at a very fast pace.              Recent findings:                    Recent works using machine learning for diagnosis have moved from classification of a given disease versus controls to differential diagnosis. Intense research has been devoted to the prediction of the future patient state. Although a lot of earlier works focused on neuroimaging as data source, the current trend is on the integration of multimodal data. In terms of targeted diseases, dementia remains dominant but approaches have been developed for a wide variety of neurological and psychiatric diseases.              Summary:                    Machine learning is extremely promising for assisting diagnosis and prognosis in brain disorders. Nevertheless, we argue that key challenges remain to be addressed by the community for bringing these tools in clinical routine: good practices regarding validation and reproducible research need to be more widely adopted; extensive generalization studies are required; interpretable models are needed to overcome the limitations of black-box approaches.",2.0
32656188,On the Conformational Dynamics of β-Amyloid Forming Peptides: A Computational Perspective,2020 Jun 3;8:532.,"Understanding the conformational dynamics of proteins and peptides involved in important functions is still a difficult task in computational structural biology. Because such conformational transitions in β-amyloid (Aβ) forming peptides play a crucial role in many neurological disorders, researchers from different scientific fields have been trying to address issues related to the folding of Aβ forming peptides together. Many theoretical models have been proposed in the recent years for studying Aβ peptides using mathematical, physicochemical, and molecular dynamics simulation, and machine learning approaches. In this article, we have comprehensively reviewed the developmental advances in the theoretical models for Aβ peptide folding and interactions, particularly in the context of neurological disorders. Furthermore, we have extensively reviewed the advances in molecular dynamics simulation as a tool used for studying the conversions between polymorphic amyloid forms and applications of using machine learning approaches in predicting Aβ peptides and aggregation-prone regions in proteins. We have also provided details on the theoretical advances in the study of Aβ peptides, which would enhance our understanding of these peptides at the molecular level and eventually lead to the development of targeted therapies for certain acute neurological disorders such as Alzheimer's disease in the future.",2.0
32655344,A Review of Sensory Feedback in Upper-Limb Prostheses From the Perspective of Human Motor Control,2020 Jun 23;14:345.,"This manuscript reviews historical and recent studies that focus on supplementary sensory feedback for use in upper limb prostheses. It shows that the inability of many studies to speak to the issue of meaningful performance improvements in real-life scenarios is caused by the complexity of the interactions of supplementary sensory feedback with other types of feedback along with other portions of the motor control process. To do this, the present manuscript frames the question of supplementary feedback from the perspective of computational motor control, providing a brief review of the main advances in that field over the last 20 years. It then separates the studies on the closed-loop prosthesis control into distinct categories, which are defined by relating the impact of feedback to the relevant components of the motor control framework, and reviews the work that has been done over the last 50+ years in each of those categories. It ends with a discussion of the studies, along with suggestions for experimental construction and connections with other areas of research, such as machine learning.",5.0
32655294,A Brief Survey for MicroRNA Precursor Identification Using Machine Learning Methods,2020 Jan;21(1):11-25.,"MicroRNAs, a group of short non-coding RNA molecules, could regulate gene expression. Many diseases are associated with abnormal expression of miRNAs. Therefore, accurate identification of miRNA precursors is necessary. In the past 10 years, experimental methods, comparative genomics methods, and artificial intelligence methods have been used to identify pre-miRNAs. However, experimental methods and comparative genomics methods have their disadvantages, such as time-consuming. In contrast, machine learning-based method is a better choice. Therefore, the review summarizes the current advances in pre-miRNA recognition based on computational methods, including the construction of benchmark datasets, feature extraction methods, prediction algorithms, and the results of the models. And we also provide valid information about the predictors currently available. Finally, we give the future perspectives on the identification of pre-miRNAs. The review provides scholars with a whole background of pre-miRNA identification by using machine learning methods, which can help researchers have a clear understanding of progress of the research in this field.",
32655293,A Mini-review of the Computational Methods Used in Identifying RNA 5-Methylcytosine Sites,2020 Jan;21(1):3-10.,"RNA 5-methylcytosine (m5C) is one of the pillars of post-transcriptional modification (PTCM). A growing body of evidence suggests that m5C plays a vital role in RNA metabolism. Accurate localization of RNA m5C sites in tissue cells is the premise and basis for the in-depth understanding of the functions of m5C. However, the main experimental methods of detecting m5C sites are limited to varying degrees. Establishing a computational model to predict modification sites is an excellent complement to wet experiments for identifying m5C sites. In this review, we summarized some available m5C predictors and discussed the characteristics of these methods.",1.0
32655135,Future possibilities for artificial intelligence in the practical management of hypertension,2020 Dec;43(12):1327-1337.,"The use of artificial intelligence in numerous prediction and classification tasks, including clinical research and healthcare management, is becoming increasingly more common. This review describes the current status and a future possibility for artificial intelligence in blood pressure management, that is, the possibility of accurately predicting and estimating blood pressure using large-scale data, such as personal health records and electronic medical records. Individual blood pressure continuously changes because of lifestyle habits and the environment. This review focuses on two topics regarding controlling changing blood pressure: a novel blood pressure measurement system and blood pressure analysis using artificial intelligence. Regarding the novel blood pressure measurement system, we compare the conventional cuff-less method with the analysis of pulse waves using artificial intelligence for blood pressure estimation. Then, we describe the prediction of future blood pressure values using machine learning and deep learning. In addition, we summarize factor analysis using ""explainable AI"" to solve a black-box problem of artificial intelligence. Overall, we show that artificial intelligence is advantageous for hypertension management and can be used to establish clinical evidence for the practical management of hypertension.",
32654970,The future of cerebral organoids in drug discovery,2021 Mar;111:67-73.,"Until the discovery of human embryonic stem cells and human induced pluripotent stem cells, biotechnology companies were severely limited in the number of human tissues that they could model in large-scale in vitro studies. Until this point, companies have been limited to immortalized cancer lines or a small number of primary cell types that could be extracted and expanded. Nowadays, protocols continue to be developed in the stem cell field, enabling researchers to model an ever-growing library of cell types in controlled, large-scale screens. One differentiation method in particular- cerebral organoids- shows substantial potential in the field of neuroscience and developmental neurobiology. Cerebral organoid technology is still in an early phase of development, and there are several challenges that are currently being addressed by academic and industrial researchers alike. Here we briefly describe some of the early adopters of cerebral organoids, several of the challenges that they are likely facing, and various technologies that are currently being implemented to overcome them.",2.0
32652384,Predicting the rate constants of semivolatile organic compounds with hydroxyl radicals and ozone in indoor air,2020 Nov;266(Pt 2):115050.,"Semivolatile organic compounds (SVOCs) in air can react with hydroxyl radicals (OH), nitrate radicals (NO3) and ozone (O3). Two questions regarding SVOC reactivity with OH, NO3 and O3 in the gas and particle phases remain to be addressed: according to the existing measurements in the literature, which are the most reactive SVOCs in air, and how can the SVOC reactivity in the gas and particle phases be predicted? In the present study, a literature review of the second-order rate constant (k) was carried out to determine the SVOC reactivity with OH, NO3 and O3 in the gas and particle phases in ambient and indoor air at room temperature. Measured k values were available in the literature for 90 polycyclic aromatic hydrocarbons (PAHs), polychlorinated biphenyls (PCBs), organophosphates, dioxins, di(2-ethylhexyl)phthalate (DEHP) and pesticides including pyrifenox, carbamates and terbuthylazine. PAHs and organophosphates were found to be more reactive than dioxins and PCBs. Based on the obtained data, quantitative structure-activity relationship (QSAR) models were developed to predict the k value using quantum chemical, molecular, physical property and environmental descriptors. Eight linear and nonlinear statistical models were employed, including regression models, bagging, random forest and gradient boosting. QSAR models were developed for SVOC/OH reactions in the gas and particle phases and SVOC/O3 reactions in the particle phase. Models for SVOC/NO3 and SVOC/O3 reactions in the gas phase could not be developed due to the lack of measured k values for model training. The least absolute shrinkage and selection operator (LASSO) regression and random forest models were identified as the most effective models for SVOC reactivity prediction according to a comparison of model performance metrics.",
32652309,Bayer's in silico ADMET platform: a journey of machine learning over the past two decades,2020 Sep;25(9):1702-1709.,"Over the past two decades, an in silico absorption, distribution, metabolism, and excretion (ADMET) platform has been created at Bayer Pharma with the goal to generate models for a variety of pharmacokinetic and physicochemical endpoints in early drug discovery. These tools are accessible to all scientists within the company and can be a useful in assisting with the selection and design of novel leads, as well as the process of lead optimization. Here. we discuss the development of machine-learning (ML) approaches with special emphasis on data, descriptors, and algorithms. We show that high company internal data quality and tailored descriptors, as well as a thorough understanding of the experimental endpoints, are essential to the utility of our models. We discuss the recent impact of deep neural networks and show selected application examples.",2.0
32652095,Addressing Reduced Laboratory-Based Pulmonary Function Testing During a Pandemic,2020 Dec;158(6):2502-2510.,"To reduce the spread of the severe acute respiratory syndrome coronavirus 2, many pulmonary function testing (PFT) laboratories have been closed or have significantly reduced their testing capacity. Because these mitigation strategies may be necessary for the next 6 to 18 months to prevent recurrent peaks in disease prevalence, fewer objective measurements of lung function will alter the diagnosis and care of patients with chronic respiratory diseases. PFT, which includes spirometry, lung volume, and diffusion capacity measurement, is essential to the diagnosis and management of patients with asthma, COPD, and other chronic lung conditions. Both traditional and innovative alternatives to conventional testing must now be explored. These may include peak expiratory flow devices, electronic portable spirometers, portable exhaled nitric oxide measurement, airwave oscillometry devices, and novel digital health tools such as smartphone microphone spirometers and mobile health technologies along with integration of machine learning approaches. The adoption of some novel approaches may not merely replace but could improve existing management strategies and alter common diagnostic paradigms. With these options comes important technical, privacy, ethical, financial, and medicolegal barriers that must be addressed. However, the coronavirus disease 19 pandemic also presents a unique opportunity to augment conventional testing by including innovative and emerging approaches to measuring lung function remotely in patients with respiratory disease. The benefits of such an approach have the potential to enhance respiratory care and empower patient self-management well beyond the current global pandemic.",6.0
32648130,Heart Failure with Preserved Ejection Fraction-a Concise Review,2020 Jul 9;22(9):82.,"Purpose of review:                    Heart failure with preserved ejection fraction (HFpEF) is a relatively new disease entity used in medical terminology; however, both the number of patients and its clinical significance are growing. HFpEF used to be seen as a mild condition; however, the symptoms and quality of life of the patients are comparable to those with reduced ejection fraction. The disease is much more complex than previously thought. In this article, information surrounding the etiology, diagnosis, prognosis, and possible therapeutic options of HFpEF are reviewed and summarized.              Recent findings:                    It has recently been proposed that heart failure (HF) is rather a heterogeneous syndrome with a spectrum of overlapping and distinct characteristics. HFpEF itself can be distilled into different phenotypes based on the underlying biology. The etiological factors of HFpEF are unclear; however, systemic low-grade inflammation and microvascular damage as a consequence of comorbidities associated with endothelial dysfunction, oxidative stress, myocardial remodeling, and fibrosis are considered to play a crucial role in the pathogenesis of a disease. The H2FPEF score and the HFpEF nomogram are recently validated highly sensitive tools employed for risk assessment of subclinical heart failure. Despite numerous studies, there is still no evidence-based pharmacotherapy for HFpEF and the mortality and morbidity associated with HFpEF remain high. A better understanding of the etiological factors, the impact of comorbidities, the phenotypes of the disease, and implementation of machine learning algorithms may play a key role in the development of future therapeutic strategies.",2.0
32648059,Radiomics in Echocardiography: Deep Learning and Echocardiographic Analysis,2020 Jul 9;22(9):89.,"Purpose of review:                    Recent development in artificial intelligence (AI) for cardiovascular imaging analysis, involving deep learning, is the start of a new phase in the research field. We review the current state of AI in cardiovascular field and discuss about its potential to improve clinical workflows and accuracy of diagnosis.              Recent findings:                    In the AI cardiovascular imaging field, there are many applications involving efficient image reconstruction, patient triage, and support for clinical decisions. These tools have a role to support repetitive clinical tasks. Although they will be powerful in some situations, these applications may have new potential in the hands of echo cardiologists, assisting but not replacing the human observer. We believe AI has the potential to improve the quality of echocardiography. Someday AI may be incorporated into the daily clinical setting, being an instrumental tool for cardiologists dealing with cardiovascular diseases.",
32647932,Machine Learning and Coronary Artery Calcium Scoring,2020 Jul 9;22(9):90.,"Purpose of review:                    To summarize current artificial intelligence (AI)-based applications for coronary artery calcium scoring (CACS) and their potential clinical impact.              Recent findings:                    Recent evolution of AI-based technologies in medical imaging has accelerated progress in CACS performed in diverse types of CT examinations, providing promising results for future clinical application in this field. CACS plays a key role in risk stratification of coronary artery disease (CAD) and patient management. Recent emergence of AI algorithms, particularly deep learning (DL)-based applications, have provided considerable progress in CACS. Many investigations have focused on the clinical role of DL models in CACS and showed excellent agreement between those algorithms and manual scoring, not only in dedicated coronary calcium CT but also in coronary CT angiography (CCTA), low-dose chest CT, and standard chest CT. Therefore, the potential of AI-based CACS may become more influential in the future.",
32647917,"Radiomics in radiation oncology-basics, methods, and limitations",2020 Oct;196(10):848-855.,"Over the past years, the quantity and complexity of imaging data available for the clinical management of patients with solid tumors has increased substantially. Without the support of methods from the field of artificial intelligence (AI) and machine learning, a complete evaluation of the available image information is hardly feasible in clinical routine. Especially in radiotherapy planning, manual detection and segmentation of lesions is laborious, time consuming, and shows significant variability among observers. Here, AI already offers techniques to support radiation oncologists, whereby ultimately, the productivity and the quality are increased, potentially leading to an improved patient outcome. Besides detection and segmentation of lesions, AI allows the extraction of a vast number of quantitative imaging features from structural or functional imaging data that are typically not accessible by means of human perception. These features can be used alone or in combination with other clinical parameters to generate mathematical models that allow, for example, prediction of the response to radiotherapy. Within the large field of AI, radiomics is the subdiscipline that deals with the extraction of quantitative image features as well as the generation of predictive or prognostic mathematical models. This review gives an overview of the basics, methods, and limitations of radiomics, with a focus on patients with brain tumors treated by radiation therapy.",1.0
32647898,Rage Against the Machine: Advancing the study of aggression ethology via machine learning,2020 Sep;237(9):2569-2588.,"Rationale:                    Aggression, comorbid with neuropsychiatric disorders, exhibits with diverse clinical presentations and places a significant burden on patients, caregivers, and society. This diversity is observed because aggression is a complex behavior that can be ethologically demarcated as either appetitive (rewarding) or reactive (defensive), each with its own behavioral characteristics, functionality, and neural basis that may transition from adaptive to maladaptive depending on genetic and environmental factors. There has been a recent surge in the development of preclinical animal models for studying appetitive aggression-related behaviors and identifying the neural mechanisms guiding their progression and expression. However, adoption of these procedures is often impeded by the arduous task of manually scoring complex social interactions. Manual observations are generally susceptible to observer drift, long analysis times, and poor inter-rater reliability, and are further incompatible with the sampling frequencies required of modern neuroscience methods.              Objectives:                    In this review, we discuss recent advances in the preclinical study of appetitive aggression in mice, paired with our perspective on the potential for machine learning techniques in producing automated, robust scoring of aggressive social behavior. We discuss critical considerations for implementing valid computer classifications within behavioral pharmacological studies.              Key results:                    Open-source automated classification platforms can match or exceed the performance of human observers while removing the confounds of observer drift, bias, and inter-rater reliability. Furthermore, unsupervised approaches can identify previously uncharacterized aggression-related behavioral repertoires in model species.              Discussion and conclusions:                    Advances in open-source computational approaches hold promise for overcoming current manual annotation caveats while also introducing and generalizing computational neuroethology to the greater behavioral neuroscience community. We propose that currently available open-source approaches are sufficient for overcoming the main limitations preventing wide adoption of machine learning within the context of preclinical aggression behavioral research.",1.0
32647386,"Gut microbiome, big data and machine learning to promote precision medicine for cancer",2020 Oct;17(10):635-648.,"The gut microbiome has been implicated in cancer in several ways, as specific microbial signatures are known to promote cancer development and influence safety, tolerability and efficacy of therapies. The 'omics' technologies used for microbiome analysis continuously evolve and, although much of the research is still at an early stage, large-scale datasets of ever increasing size and complexity are being produced. However, there are varying levels of difficulty in realizing the full potential of these new tools, which limit our ability to critically analyse much of the available data. In this Perspective, we provide a brief overview on the role of gut microbiome in cancer and focus on the need, role and limitations of a machine learning-driven approach to analyse large amounts of complex health-care information in the era of big data. We also discuss the potential application of microbiome-based big data aimed at promoting precision medicine in cancer.",14.0
