pmid,citations,title,date,text
27525223,3.0,Computerized techniques pave the way for drug-drug interaction prediction and interpretation,2016;6(2):71-8.,"Introduction:                    Health care industry also patients penalized by medical errors that are inevitable but highly preventable. Vast majority of medical errors are related to adverse drug reactions, while drug-drug interactions (DDIs) are the main cause of adverse drug reactions (ADRs). DDIs and ADRs have mainly been reported by haphazard case studies. Experimental in vivo and in vitro researches also reveals DDI pairs. Laboratory and experimental researches are valuable but also expensive and in some cases researchers may suffer from limitations.              Methods:                    In the current investigation, the latest published works were studied to analyze the trend and pattern of the DDI modelling and the impacts of machine learning methods. Applications of computerized techniques were also investigated for the prediction and interpretation of DDIs.              Results:                    Computerized data-mining in pharmaceutical sciences and related databases provide new key transformative paradigms that can revolutionize the treatment of diseases and hence medical care. Given that various aspects of drug discovery and pharmacotherapy are closely related to the clinical and molecular/biological information, the scientifically sound databases (e.g., DDIs, ADRs) can be of importance for the success of pharmacotherapy modalities.              Conclusion:                    A better understanding of DDIs not only provides a robust means for designing more effective medicines but also grantees patient safety."
27525157,1.0,New Evaluation Vector through the Stanford Mobile Inquiry-Based Learning Environment (SMILE) for Participatory Action Research,2016 Jul;22(3):164-71.,"Objectives:                    This article reviews an evaluation vector model driven from a participatory action research leveraging a collective inquiry system named SMILE (Stanford Mobile Inquiry-based Learning Environment).              Methods:                    SMILE has been implemented in a diverse set of collective inquiry generation and analysis scenarios including community health care-specific professional development sessions and community-based participatory action research projects. In each scenario, participants are given opportunities to construct inquiries around physical and emotional health-related phenomena in their own community.              Results:                    Participants formulated inquiries as well as potential clinical treatments and hypothetical scenarios to address health concerns or clarify misunderstandings or misdiagnoses often found in their community practices. From medical universities to rural village health promotion organizations, all participatory inquiries and potential solutions can be collected and analyzed. The inquiry and solution sets represent an evaluation vector which helps educators better understand community health issues at a much deeper level.              Conclusions:                    SMILE helps collect problems that are most important and central to their community health concerns. The evaluation vector, consisting participatory and collective inquiries and potential solutions, helps the researchers assess the participants' level of understanding on issues around health concerns and practices while helping the community adequately formulate follow-up action plans. The method used in SMILE requires much further enhancement with machine learning and advanced data visualization."
27518905,6.0,Imaging and machine learning techniques for diagnosis of Alzheimer's disease,2016 Dec 1;27(8):857-870.,"Alzheimer's disease (AD) is a common health problem in elderly people. There has been considerable research toward the diagnosis and early detection of this disease in the past decade. The sensitivity of biomarkers and the accuracy of the detection techniques have been defined to be the key to an accurate diagnosis. This paper presents a state-of-the-art review of the research performed on the diagnosis of AD based on imaging and machine learning techniques. Different segmentation and machine learning techniques used for the diagnosis of AD are reviewed including thresholding, supervised and unsupervised learning, probabilistic techniques, Atlas-based approaches, and fusion of different image modalities. More recent and powerful classification techniques such as the enhanced probabilistic neural network of Ahmadlou and Adeli should be investigated with the goal of improving the diagnosis accuracy. A combination of different image modalities can help improve the diagnosis accuracy rate. Research is needed on the combination of modalities to discover multi-modal biomarkers."
27502048,28.0,Ten problems and solutions when predicting individual outcome from lesion site after stroke,2017 Jan 15;145(Pt B):200-208.,"In this paper, we consider solutions to ten of the challenges faced when trying to predict an individual's functional outcome after stroke on the basis of lesion site. A primary goal is to find lesion-outcome associations that are consistently observed in large populations of stroke patients because consistent associations maximise confidence in future individualised predictions. To understand and control multiple sources of inter-patient variability, we need to systematically investigate each contributing factor and how each factor depends on other factors. This requires very large cohorts of patients, who differ from one another in typical and measurable ways, including lesion site, lesion size, functional outcome and time post stroke (weeks to decades). These multivariate investigations are complex, particularly when the contributions of different variables interact with one another. Machine learning algorithms can help to identify the most influential variables and indicate dependencies between different factors. Multivariate lesion analyses are needed to understand how the effect of damage to one brain region depends on damage or preservation in other brain regions. Such data-led investigations can reveal predictive relationships between lesion site and outcome. However, to understand and improve the predictions we need explanatory models of the neural networks and degenerate pathways that support functions of interest. This will entail integrating the results of lesion analyses with those from functional imaging (fMRI, MEG), transcranial magnetic stimulation (TMS) and diffusor tensor imaging (DTI) studies of healthy participants and patients."
27501063,14.0,"""Is voice a marker for Autism spectrum disorder? A systematic review and meta-analysis""",2017 Mar;10(3):384-407.,"Individuals with Autism Spectrum Disorder (ASD) tend to show distinctive, atypical acoustic patterns of speech. These behaviors affect social interactions and social development and could represent a non-invasive marker for ASD. We systematically reviewed the literature quantifying acoustic patterns in ASD. Search terms were: (prosody OR intonation OR inflection OR intensity OR pitch OR fundamental frequency OR speech rate OR voice quality OR acoustic) AND (autis* OR Asperger). Results were filtered to include only: empirical studies quantifying acoustic features of vocal production in ASD, with a sample size >2, and the inclusion of a neurotypical comparison group and/or correlations between acoustic measures and severity of clinical features. We identified 34 articles, including 30 univariate studies and 15 multivariate machine-learning studies. We performed meta-analyses of the univariate studies, identifying significant differences in mean pitch and pitch range between individuals with ASD and comparison participants (Cohen's d of 0.4-0.5 and discriminatory accuracy of about 61-64%). The multivariate studies reported higher accuracies than the univariate studies (63-96%). However, the methods used and the acoustic features investigated were too diverse for performing meta-analysis. We conclude that multivariate studies of acoustic patterns are a promising but yet unsystematic avenue for establishing ASD markers. We outline three recommendations for future studies: open data, open methods, and theory-driven research. Autism Res 2017, 10: 384-407. © 2016 International Society for Autism Research, Wiley Periodicals, Inc."
27501026,41.0,"Machine learning for large-scale wearable sensor data in Parkinson's disease: Concepts, promises, pitfalls, and futures",2016 Sep;31(9):1314-26.,"For the treatment and monitoring of Parkinson's disease (PD) to be scientific, a key requirement is that measurement of disease stages and severity is quantitative, reliable, and repeatable. The last 50 years in PD research have been dominated by qualitative, subjective ratings obtained by human interpretation of the presentation of disease signs and symptoms at clinical visits. More recently, ""wearable,"" sensor-based, quantitative, objective, and easy-to-use systems for quantifying PD signs for large numbers of participants over extended durations have been developed. This technology has the potential to significantly improve both clinical diagnosis and management in PD and the conduct of clinical studies. However, the large-scale, high-dimensional character of the data captured by these wearable sensors requires sophisticated signal processing and machine-learning algorithms to transform it into scientifically and clinically meaningful information. Such algorithms that ""learn"" from data have shown remarkable success in making accurate predictions for complex problems in which human skill has been required to date, but they are challenging to evaluate and apply without a basic understanding of the underlying logic on which they are based. This article contains a nontechnical tutorial review of relevant machine-learning algorithms, also describing their limitations and how these can be overcome. It discusses implications of this technology and a practical road map for realizing the full potential of this technology in PD research and practice. © 2016 International Parkinson and Movement Disorder Society."
27491648,89.0,Deep Learning in Drug Discovery,2016 Jan;35(1):3-14.,"Artificial neural networks had their first heyday in molecular informatics and drug discovery approximately two decades ago. Currently, we are witnessing renewed interest in adapting advanced neural network architectures for pharmaceutical research by borrowing from the field of ""deep learning"". Compared with some of the other life sciences, their application in drug discovery is still limited. Here, we provide an overview of this emerging field of molecular informatics, present the basic concepts of prominent deep learning methods and offer motivation to explore these techniques for their usefulness in computer-assisted drug discovery and design. We specifically emphasize deep neural networks, restricted Boltzmann machine networks and convolutional networks."
27488403,1.0,Progress in Biomedical Knowledge Discovery: A 25-year Retrospective,2016 Aug 2;Suppl 1(Suppl 1):S117-29.,"Objectives:                    We sought to explore, via a systematic review of the literature, the state of the art of knowledge discovery in biomedical databases as it existed in 1992, and then now, 25 years later, mainly focused on supervised learning.              Methods:                    We performed a rigorous systematic search of PubMed and latent Dirichlet allocation to identify themes in the literature and trends in the science of knowledge discovery in and between time periods and compare these trends. We restricted the result set using a bracket of five years previous, such that the 1992 result set was restricted to articles published between 1987 and 1992, and the 2015 set between 2011 and 2015. This was to reflect the current literature available at the time to researchers and others at the target dates of 1992 and 2015. The search term was framed as: Knowledge Discovery OR Data Mining OR Pattern Discovery OR Pattern Recognition, Automated.              Results:                    A total 538 and 18,172 documents were retrieved for 1992 and 2015, respectively. The number and type of data sources increased dramatically over the observation period, primarily due to the advent of electronic clinical systems. The period 1992- 2015 saw the emergence of new areas of research in knowledge discovery, and the refinement and application of machine learning approaches that were nascent or unknown in 1992.              Conclusions:                    Over the 25 years of the observation period, we identified numerous developments that impacted the science of knowledge discovery, including the availability of new forms of data, new machine learning algorithms, and new application domains. Through a bibliometric analysis we examine the striking changes in the availability of highly heterogeneous data resources, the evolution of new algorithmic approaches to knowledge discovery, and we consider from legal, social, and political perspectives possible explanations of the growth of the field. Finally, we reflect on the achievements of the past 25 years to consider what the next 25 years will bring with regard to the availability of even more complex data and to the methods that could be, and are being now developed for the discovery of new knowledge in biomedical data."
27474269,249.0,Deep learning for computational biology,2016 Jul 29;12(7):878.,"Technological advances in genomics and imaging have led to an explosion of molecular and cellular profiling data from large numbers of samples. This rapid increase in biological data dimension and acquisition rate is challenging conventional analysis strategies. Modern machine learning methods, such as deep learning, promise to leverage very large data sets for finding hidden structure within them, and for making accurate predictions. In this review, we discuss applications of this new breed of analysis approaches in regulatory genomics and cellular imaging. We provide background of what deep learning is, and the settings in which it can be successfully applied to derive biological insights. In addition to presenting specific applications and providing tips for practical use, we also highlight possible pitfalls and limitations to guide computational biologists when and how to make the most use of this new technology."
27473064,178.0,Deep learning in bioinformatics,2017 Sep 1;18(5):851-869.,"In the era of big data, transformation of biomedical big data into valuable knowledge has been one of the most important challenges in bioinformatics. Deep learning has advanced rapidly since the early 2000s and now demonstrates state-of-the-art performance in various fields. Accordingly, application of deep learning in bioinformatics to gain insight from data has been emphasized in both academia and industry. Here, we review deep learning in bioinformatics, presenting examples of current research. To provide a useful and comprehensive perspective, we categorize research both by the bioinformatics domain (i.e. omics, biomedical imaging, biomedical signal processing) and deep learning architecture (i.e. deep neural networks, convolutional neural networks, recurrent neural networks, emergent architectures) and present brief descriptions of each study. Additionally, we discuss theoretical and practical issues of deep learning in bioinformatics and suggest future research directions. We believe that this review will provide valuable insights and serve as a starting point for researchers to apply deep learning approaches in their bioinformatics studies."
27470504,8.0,A review on host-pathogen interactions: classification and prediction,2016 Oct;35(10):1581-99.,"The research on host-pathogen interactions is an ever-emerging and evolving field. Every other day a new pathogen gets discovered, along with comes the challenge of its prevention and cure. As the intelligent human always vies for prevention, which is better than cure, understanding the mechanisms of host-pathogen interactions gets prior importance. There are many mechanisms involved from the pathogen as well as the host sides while an interaction happens. It is a vis-a-vis fight of the counter genes and proteins from both sides. Who wins depends on whether a host gets an infection or not. Moreover, a higher level of complexity arises when the pathogens evolve and become resistant to a host's defense mechanisms. Such pathogens pose serious challenges for treatment. The entire human population is in danger of such long-lasting persistent infections. Some of these infections even increase the rate of mortality. Hence there is an immediate emergency to understand how the pathogens interact with their host for successful invasion. It may lead to discovery of appropriate preventive measures, and the development of rational therapeutic measures and medication against such infections and diseases. This review, a state-of-the-art updated scenario of host-pathogen interaction research, has been done by keeping in mind this urgency. It covers the biological and computational aspects of host-pathogen interactions, classification of the methods by which the pathogens interact with their hosts, different machine learning techniques for prediction of host-pathogen interactions, and future scopes of this research field."
27451435,5.0,Natural language processing in pathology: a scoping review,2016 Jul 22;jclinpath-2016-203872.,"Background:                    Encoded pathology data are key for medical registries and analyses, but pathology information is often expressed as free text.              Objective:                    We reviewed and assessed the use of NLP (natural language processing) for encoding pathology documents.              Materials and methods:                    Papers addressing NLP in pathology were retrieved from PubMed, Association for Computing Machinery (ACM) Digital Library and Association for Computational Linguistics (ACL) Anthology. We reviewed and summarised the study objectives; NLP methods used and their validation; software implementations; the performance on the dataset used and any reported use in practice.              Results:                    The main objectives of the 38 included papers were encoding and extraction of clinically relevant information from pathology reports. Common approaches were word/phrase matching, probabilistic machine learning and rule-based systems. Five papers (13%) compared different methods on the same dataset. Four papers did not specify the method(s) used. 18 of the 26 studies that reported F-measure, recall or precision reported values of over 0.9. Proprietary software was the most frequently mentioned category (14 studies); General Architecture for Text Engineering (GATE) was the most applied architecture overall. Practical system use was reported in four papers. Most papers used expert annotation validation.              Conclusions:                    Different methods are used in NLP research in pathology, and good performances, that is, high precision and recall, high retrieval/removal rates, are reported for all of these. Lack of validation and of shared datasets precludes performance comparison. More comparative analysis and validation are needed to provide better insight into the performance and merits of these methods."
27446888,2.0,Pre-Adult MRI of Brain Cancer and Neurological Injury: Multivariate Analyses,2016 Jun 23;4:65.,"Brain cancer and neurological injuries, such as stroke, are life-threatening conditions for which further research is needed to overcome the many challenges associated with providing optimal patient care. Multivariate analysis (MVA) is a class of pattern recognition technique involving the processing of data that contains multiple measurements per sample. MVA can be used to address a wide variety of neuroimaging challenges, including identifying variables associated with patient outcomes; understanding an injury's etiology, development, and progression; creating diagnostic tests; assisting in treatment monitoring; and more. Compared to adults, imaging of the developing brain has attracted less attention from MVA researchers, however, remarkable MVA growth has occurred in recent years. This paper presents the results of a systematic review of the literature focusing on MVA technologies applied to brain injury and cancer in neurological fetal, neonatal, and pediatric magnetic resonance imaging (MRI). With a wide variety of MRI modalities providing physiologically meaningful biomarkers and new biomarker measurements constantly under development, MVA techniques hold enormous potential toward combining available measurements toward improving basic research and the creation of technologies that contribute to improving patient care."
27440790,4.0,"Digital technology in respiratory diseases: Promises, (no) panacea and time for a new paradigm",2016 May;13(2):189-91.,"In a world where digital technology has revolutionized the way we work, shop and manage our finances it is unsurprising that digital systems are suggested as potential solutions to delivering clinically and cost-effective care for an aging population with one or more long-term conditions. However, recent evidence suggesting that telehealth may not be quite the panacea that was promised, has led to discussions on the mechanisms and role of digital technology in respiratory care. Implementation in rural and remote settings offers significant benefits in terms of convenient access to care, but is contingent on technical and organizational infrastructure. Telemonitoring systems rely on algorithms to detect deterioration and trigger alerts; machine learning may enable telemonitoring of the future to develop personalized systems that are sensitive to clinical status whilst reducing false alerts. By providing access to information, offering convenient and flexible modes of communication and enabling the transfer of monitoring data to support professional assessment, telehealth can support self-management. At present, all too often, expensive 'off the shelf' systems are purchased and given to clinicians to use. It is time for the paradigm to shift. As clinicians we should identify the specific challenges we face in delivering care, and expect flexible systems that can be customized to individual patients' requirements and adapted to our diverse healthcare contexts."
27436868,57.0,Moving beyond regression techniques in cardiovascular risk prediction: applying machine learning to address analytic challenges,2017 Jun 14;38(23):1805-1814.,"Risk prediction plays an important role in clinical cardiology research. Traditionally, most risk models have been based on regression models. While useful and robust, these statistical methods are limited to using a small number of predictors which operate in the same way on everyone, and uniformly throughout their range. The purpose of this review is to illustrate the use of machine-learning methods for development of risk prediction models. Typically presented as black box approaches, most machine-learning methods are aimed at solving particular challenges that arise in data analysis that are not well addressed by typical regression approaches. To illustrate these challenges, as well as how different methods can address them, we consider trying to predicting mortality after diagnosis of acute myocardial infarction. We use data derived from our institution's electronic health record and abstract data on 13 regularly measured laboratory markers. We walk through different challenges that arise in modelling these data and then introduce different machine-learning approaches. Finally, we discuss general issues in the application of machine-learning methods including tuning parameters, loss functions, variable importance, and missing data. Overall, this review serves as an introduction for those working on risk modelling to approach the diffuse field of machine learning."
27435734,6.0,Walking through the statistical black boxes of plant breeding,2016 Oct;129(10):1933-49.,"The main statistical procedures in plant breeding are based on Gaussian process and can be computed through mixed linear models. Intelligent decision making relies on our ability to extract useful information from data to help us achieve our goals more efficiently. Many plant breeders and geneticists perform statistical analyses without understanding the underlying assumptions of the methods or their strengths and pitfalls. In other words, they treat these statistical methods (software and programs) like black boxes. Black boxes represent complex pieces of machinery with contents that are not fully understood by the user. The user sees the inputs and outputs without knowing how the outputs are generated. By providing a general background on statistical methodologies, this review aims (1) to introduce basic concepts of machine learning and its applications to plant breeding; (2) to link classical selection theory to current statistical approaches; (3) to show how to solve mixed models and extend their application to pedigree-based and genomic-based prediction; and (4) to clarify how the algorithms of genome-wide association studies work, including their assumptions and limitations."
