pmid,title,date,text,citations
31513441,4D- quantitative structure-activity relationship modeling: making a comeback,2019 Dec;14(12):1227-1235.,"Introduction: Predictive Quantitative Structure-Activity Relationship (QSAR) modeling has become an essential methodology for rapidly assessing various properties of chemicals. The vast majority of these QSAR models utilize numerical descriptors derived from the two- and/or three-dimensional structures of molecules. However, the conformation-dependent characteristics of flexible molecules and their dynamic interactions with biological target(s) is/are not encoded by these descriptors, leading to limited prediction performances and reduced interpretability. 2D/3D QSAR models are successful for virtual screening, but typically suffer at lead optimization stages. That is why conformation-dependent 4D-QSAR modeling methods were developed two decades ago. However, these methods have always suffered from the associated computational cost. Recently, 4D-QSAR has been experiencing a significant come-back due to rapid advances in GPU-accelerated molecular dynamic simulations and modern machine learning techniques. Areas covered: Herein, the authors briefly review the literature regarding 4D-QSAR modeling and describe its modern workflow called MD-QSAR. Challenges and current limitations are also highlighted. Expert opinion: The development of hyper-predictive MD-QSAR models could represent a disruptive technology for analyzing, understanding, and optimizing dynamic protein-ligand interactions with countless applications for drug discovery and chemical toxicity assessment. Therefore, there has never been a better time and relevance for molecular modeling teams to engage in hyper-predictive MD-QSAR modeling.",5.0
31510795,Cardiac Computed Tomography: Assessment of Coronary Inflammation and Other Plaque Features,2019 Nov;39(11):2207-2219.,"Unstable coronary plaques that are prone to erosion and rupture are the major cause of acute coronary syndromes. Our expanding understanding of the biological mechanisms of coronary atherosclerosis and rapid technological advances in the field of medical imaging has established cardiac computed tomography as a first-line diagnostic test in the assessment of suspected coronary artery disease, and as a powerful method of detecting the vulnerable plaque and patient. Cardiac computed tomography can provide a noninvasive, yet comprehensive, qualitative and quantitative assessment of coronary plaque burden, detect distinct high-risk morphological plaque features, assess the hemodynamic significance of coronary lesions and quantify the coronary inflammatory burden by tracking the effects of arterial inflammation on the composition of the adjacent perivascular fat. Furthermore, advances in machine learning, computational fluid dynamic modeling, and the development of targeted contrast agents continue to expand the capabilities of cardiac computed tomography imaging. In our Review, we discuss the current role of cardiac computed tomography in the assessment of coronary atherosclerosis, highlighting its dual function as a clinical and research tool that provides a wealth of structural and functional information, with far-reaching diagnostic and prognostic implications.",2.0
31510695,scOrange-a tool for hands-on training of concepts from single-cell data analytics,2019 Jul 15;35(14):i4-i12.,"Motivation:                    Single-cell RNA sequencing allows us to simultaneously profile the transcriptomes of thousands of cells and to indulge in exploring cell diversity, development and discovery of new molecular mechanisms. Analysis of scRNA data involves a combination of non-trivial steps from statistics, data visualization, bioinformatics and machine learning. Training molecular biologists in single-cell data analysis and empowering them to review and analyze their data can be challenging, both because of the complexity of the methods and the steep learning curve.              Results:                    We propose a workshop-style training in single-cell data analytics that relies on an explorative data analysis toolbox and a hands-on teaching style. The training relies on scOrange, a newly developed extension of a data mining framework that features workflow design through visual programming and interactive visualizations. Workshops with scOrange can proceed much faster than similar training methods that rely on computer programming and analysis through scripting in R or Python, allowing the trainer to cover more ground in the same time-frame. We here review the design principles of the scOrange toolbox that support such workshops and propose a syllabus for the course. We also provide examples of data analysis workflows that instructors can use during the training.              Availability and implementation:                    scOrange is an open-source software. The software, documentation and an emerging set of educational videos are available at http://singlecell.biolab.si.",2.0
31509997,Integrations between Autonomous Systems and Modern Computing Techniques: A Mini Review,2019 Sep 10;19(18):3897.,"The emulation of human behavior for autonomous problem solving has been an interdisciplinary field of research. Generally, classical control systems are used for static environments, where external disturbances and changes in internal parameters can be fully modulated before or neglected during operation. However, classical control systems are inadequate at addressing environmental uncertainty. By contrast, autonomous systems, which were first studied in the field of control systems, can be applied in an unknown environment. This paper summarizes the state of the art autonomous systems by first discussing the definition, modeling, and system structure of autonomous systems and then providing a perspective on how autonomous systems can be integrated with advanced resources (e.g., the Internet of Things, big data, Over-the-Air, and federated learning). Finally, what comes after reaching full autonomy is briefly discussed.",2.0
31505121,Vector-Space Models of Semantic Representation From a Cognitive Perspective: A Discussion of Common Misconceptions,2019 Nov;14(6):1006-1033.,"Models that represent meaning as high-dimensional numerical vectors-such as latent semantic analysis (LSA), hyperspace analogue to language (HAL), bound encoding of the aggregate language environment (BEAGLE), topic models, global vectors (GloVe), and word2vec-have been introduced as extremely powerful machine-learning proxies for human semantic representations and have seen an explosive rise in popularity over the past 2 decades. However, despite their considerable advancements and spread in the cognitive sciences, one can observe problems associated with the adequate presentation and understanding of some of their features. Indeed, when these models are examined from a cognitive perspective, a number of unfounded arguments tend to appear in the psychological literature. In this article, we review the most common of these arguments and discuss (a) what exactly these models represent at the implementational level and their plausibility as a cognitive theory, (b) how they deal with various aspects of meaning such as polysemy or compositionality, and (c) how they relate to the debate on embodied and grounded cognition. We identify common misconceptions that arise as a result of incomplete descriptions, outdated arguments, and unclear distinctions between theory and implementation of the models. We clarify and amend these points to provide a theoretical basis for future research and discussions on vector models of semantic representation.",5.0
31500324,Independent Component Analysis for Unraveling the Complexity of Cancer Omics Datasets,2019 Sep 7;20(18):4414.,"Independent component analysis (ICA) is a matrix factorization approach where the signals captured by each individual matrix factors are optimized to become as mutually independent as possible. Initially suggested for solving source blind separation problems in various fields, ICA was shown to be successful in analyzing functional magnetic resonance imaging (fMRI) and other types of biomedical data. In the last twenty years, ICA became a part of the standard machine learning toolbox, together with other matrix factorization methods such as principal component analysis (PCA) and non-negative matrix factorization (NMF). Here, we review a number of recent works where ICA was shown to be a useful tool for unraveling the complexity of cancer biology from the analysis of different types of omics data, mainly collected for tumoral samples. Such works highlight the use of ICA in dimensionality reduction, deconvolution, data pre-processing, meta-analysis, and others applied to different data types (transcriptome, methylome, proteome, single-cell data). We particularly focus on the technical aspects of ICA application in omics studies such as using different protocols, determining the optimal number of components, assessing and improving reproducibility of the ICA results, and comparison with other popular matrix factorization techniques. We discuss the emerging ICA applications to the integrative analysis of multi-level omics datasets and introduce a conceptual view on ICA as a tool for defining functional subsystems of a complex biological system and their interactions under various conditions. Our review is accompanied by a Jupyter notebook which illustrates the discussed concepts and provides a practical tool for applying ICA to the analysis of cancer omics datasets.",7.0
31498973,Machine learning applications in the diagnosis of leukemia: Current trends and future directions,2019 Dec;41(6):717-725.,"Machine learning (ML) offers opportunities to advance pathological diagnosis, especially with increasing trends in digitalizing microscopic images. Diagnosing leukemia is time-consuming and challenging in many areas globally and there is a growing trend in utilizing ML techniques for its diagnosis. In this review, we aimed to describe the literature of ML utilization in the diagnosis of the four common types of leukemia: acute lymphocytic leukemia (ALL), chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), and chronic myelogenous leukemia (CML). Using a strict selection criterion, utilizing MeSH terminology and Boolean logic, an electronic search of MEDLINE and IEEE Xplore Digital Library was performed. The electronic search was complemented by handsearching of references of related studies and the top results of Google Scholar. The full texts of 58 articles were reviewed, out of which, 22 studies were included. The number of studies discussing ALL, AML, CLL, and CML was 12, 8, 3, and 1, respectively. No studies were prospectively applying algorithms in real-world scenarios. Majority of studies had small and homogenous samples and used supervised learning for classification tasks. 91% of the studies were performed after 2010, and 74% of the included studies applied ML algorithms to microscopic diagnosis of leukemia. The included studies illustrated the need to develop the field of ML research, including the transformation from solely designing algorithms to practically applying them clinically.",4.0
31498057,Twin Registries Moving Forward and Meeting the Future: A Review,2019 Aug;22(4):201-209.,"Twin registries have developed as a valuable resource for the study of many aspects of disease and society over the years in many different countries. A number of these registries include large numbers of twins with data collected at varying information levels for twin cohorts over the past several decades. More recent expansion of twin datasets has allowed for the collection of genetic data, together with many other levels of 'omic' information along with multiple demographic, physiological, health outcomes and other measures typically used in epidemiologic research. Other twin data sources outside these registries reflect research interests in particular aspects of disease or specific phenotypic assessment. Twin registries have the potential to play a key role in many aspects of the artificial intelligence/machine learning-driven projects of the future and will continue to keep adapting to the changing research landscape.",1.0
31497064,Measuring crops in 3D: using geometry for plant phenotyping,2019 Sep 3;15:103.,"Using 3D sensing for plant phenotyping has risen within the last years. This review provides an overview on 3D traits for the demands of plant phenotyping considering different measuring techniques, derived traits and use-cases of biological applications. A comparison between a high resolution 3D measuring device and an established measuring tool, the leaf meter, is shown to categorize the possible measurement accuracy. Furthermore, different measuring techniques such as laser triangulation, structure from motion, time-of-flight, terrestrial laser scanning or structured light approaches enable the assessment of plant traits such as leaf width and length, plant size, volume and development on plant and organ level. The introduced traits were shown with respect to the measured plant types, the used measuring technique and the link to their biological use case. These were trait and growth analysis for measurements over time as well as more complex investigation on water budget, drought responses and QTL (quantitative trait loci) analysis. The used processing pipelines were generalized in a 3D point cloud processing workflow showing the single processing steps to derive plant parameters on plant level, on organ level using machine learning or over time using time series measurements. Finally the next step in plant sensing, the fusion of different sensor types namely 3D and spectral measurements is introduced by an example on sugar beet. This multi-dimensional plant model is the key to model the influence of geometry on radiometric measurements and to correct it. This publication depicts the state of the art for 3D measuring of plant traits as they were used in plant phenotyping regarding how the data is acquired, how this data is processed and what kind of traits is measured at the single plant, the miniplot, the experimental field and the open field scale. Future research will focus on highly resolved point clouds on the experimental and field scale as well as on the automated trait extraction of organ traits to track organ development at these scales.",11.0
31496926,Inter-Species/Host-Parasite Protein Interaction Predictions Reviewed,2018 Aug;13(4):396-406.,"Background:                    Host-parasite protein interactions (HPPI) are those interactions occurring between a parasite and its host. Host-parasite protein interaction enhances the understanding of how parasite can infect its host. The interaction plays an important role in initiating infections, although it is not all host-parasite interactions that result in infection. Identifying the protein-protein interactions (PPIs) that allow a parasite to infect its host has a lot do in discovering possible drug targets. Such PPIs, when altered, would prevent the host from being infected by the parasite and in some cases, result in the parasite inability to complete specific stages of its life cycle and invariably lead to the death of such parasite. It therefore becomes important to understand the workings of host-parasite interactions which are the major causes of most infectious diseases.              Objective:                    Many studies have been conducted in literature to predict HPPI, mostly using computational methods with few experimental methods. Computational method has proved to be faster and more efficient in manipulating and analyzing real life data. This study looks at various computational methods used in literature for host-parasite/inter-species protein-protein interaction predictions with the hope of getting a better insight into computational methods used and identify whether machine learning approaches have been extensively used for the same purpose.              Methods:                    The various methods involved in host-parasite protein interactions were reviewed with their individual strengths. Tabulations of studies that carried out host-parasite/inter-species protein interaction predictions were performed, analyzing their predictive methods, filters used, potential protein-protein interactions discovered in those studies and various validation measurements used as the case may be. The commonly used measurement indexes for such studies were highlighted displaying the various formulas. Finally, future prospects of studies specific to human-plasmodium falciparum PPI predictions were proposed.              Result:                    We discovered that quite a few studies reviewed implemented machine learning approach for HPPI predictions when compared with methods such as sequence homology search and protein structure and domain-motif. The key challenge well noted in HPPI predictions is getting relevant information.              Conclusion:                    This review presents useful knowledge and future directions on the subject matter.",3.0
31496867,Toward a grey box approach for cardiovascular physiome,2019 Sep;23(5):305-310.,"The physiomic approach is now widely used in the diagnosis of cardiovascular diseases. There are two possible methods for cardiovascular physiome: the traditional mathematical model and the machine learning (ML) algorithm. ML is used in almost every area of society for various tasks formerly performed by humans. Specifically, various ML techniques in cardiovascular medicine are being developed and improved at unprecedented speed. The benefits of using ML for various tasks is that the inner working mechanism of the system does not need to be known, which can prove convenient in situations where determining the inner workings of the system can be difficult. The computation speed is also often higher than that of the traditional mathematical models. The limitations with ML are that it inherently leads to an approximation, and special care must be taken in cases where a high accuracy is required. Traditional mathematical models are, however, constructed based on underlying laws either proven or assumed. The results from the mathematical models are accurate as long as the model is. Combining the advantages of both the mathematical models and ML would increase both the accuracy and efficiency of the simulation for many problems. In this review, examples of cardiovascular physiome where approaches of mathematical modeling and ML can be combined are introduced.",1.0
31495281,Artificial Intelligence in Radiotherapy Treatment Planning: Present and Future,2019 Jan 1;18:1533033819873922.,"Treatment planning is an essential step of the radiotherapy workflow. It has become more sophisticated over the past couple of decades with the help of computer science, enabling planners to design highly complex radiotherapy plans to minimize the normal tissue damage while persevering sufficient tumor control. As a result, treatment planning has become more labor intensive, requiring hours or even days of planner effort to optimize an individual patient case in a trial-and-error fashion. More recently, artificial intelligence has been utilized to automate and improve various aspects of medical science. For radiotherapy treatment planning, many algorithms have been developed to better support planners. These algorithms focus on automating the planning process and/or optimizing dosimetric trade-offs, and they have already made great impact on improving treatment planning efficiency and plan quality consistency. In this review, the smart planning tools in current clinical use are summarized in 3 main categories: automated rule implementation and reasoning, modeling of prior knowledge in clinical practice, and multicriteria optimization. Novel artificial intelligence-based treatment planning applications, such as deep learning-based algorithms and emerging research directions, are also reviewed. Finally, the challenges of artificial intelligence-based treatment planning are discussed for future works.",8.0
31493727,Screening mammography beyond breast cancer: breast arterial calcifications as a sex-specific biomarker of cardiovascular risk,2019 Oct;119:108636.,"Purpose:                    To highlight the importance of quantitative breast arterial calcifications (BAC) assessment for an effective stratification of cardiovascular (CV) risk in women, for whom current preventive strategies are inadequate. BAC, easily detectable on mammograms, are associated with CV disease and represent a potential imaging biomarker for CV disease prevention in women.              Method:                    We summarized the available evidence on this topic.              Results:                    Age, parity, diabetes, and hyperlipidemia were found to positively correlate with BAC. Women with BAC have a higher CV risk than those without BAC: the relative risk was reported to be 1.4 for transient ischemic attack/stroke, 1.5 for thrombosis, 1.8 for myocardial infarction; the reported hazard ratio was 1.32 for coronary artery disease (CAD), 1.52 for heart failure, 1.29 for CV death, 1.44 for death from CAD. However, BAC do not alarm radiologists; when reported, they are commonly mentioned as ""present"", not impacting on CV decision-making. Of 18 published studies, 9 reported only presence/absence of BAC, 4 used a semi-quantitative scale, and 5 a continuous scale (with manual, automatic or semiautomatic segmentation). Various appearance, topological complexity, and vessels overlap make BAC quantification difficult to standardize. Nevertheless, machine learning approaches showed promising results in BAC quantification on mammograms.              Conclusions:                    There is a strong rationale for mammography to become a dual test for breast cancer screening and CV disease prevention. However, robust and automated quantification methods are needed for a deeper insight on the association between BAC and CV disease, to stratifying CV risk and define personalized preventive actions.",3.0
31492414,Artificial Intelligence and Clinical Decision Support for Radiologists and Referring Providers,2019 Sep;16(9 Pt B):1351-1356.,"Recent advances in artificial intelligence (AI) are providing an opportunity to enhance existing clinical decision support (CDS) tools to improve patient safety and drive value-based imaging. We discuss the advantages and potential applications that may be realized with the synergy between AI and CDS systems. From the perspective of both radiologist and ordering provider, CDS could be significantly empowered using AI. CDS enhanced by AI could reduce friction in radiology workflows and can aid AI developers to identify relevant imaging features their tools should be seeking to extract from images. Furthermore, these systems can generate structured data to be used as input to develop machine learning algorithms, which can drive downstream care pathways. For referring providers, an AI-enabled CDS solution could enable an evolution from existing imaging-centric CDS toward decision support that takes into account a holistic patient perspective. More intelligent CDS could suggest imaging examinations in highly complex clinical scenarios, assist on the identification of appropriate imaging opportunities at the health system level, suggest appropriate individualized screening, or aid health care providers to ensure continuity of care. AI has the potential to enable the next generation of CDS, improving patient care and enhancing providers' and radiologists' experience.",2.0
31492411,The Potential Role of Radiomics and Radiogenomics in Patient Stratification by Tumor Hypoxia Status,2019 Sep;16(9 Pt B):1329-1337.,"Background:                    Despite the clinical knowledge accumulated over a century about tumor hypoxia, this biologic parameter remains a major challenge in cancer treatment. Patients presenting with hypoxic tumors are more resistant to radiotherapy and often poor responders to chemotherapy. Treatment failure because of hypoxia is, therefore, very common. Several methods have been trialed to measure and quantify tumor hypoxia, with varied success. Over the last couple of decades, hypoxia-specific functional imaging has started to play an important role in personalized treatment planning and delivery. Yet, there are no gold standards in place, owing to inter- and intrapatient phenotypic variations that further complicate the overall picture. The aim of the current article is to analyze, through the review of the literature, the potential role of radiomics and radiogenomics in patient stratification by tumor hypoxia status.              Methods:                    Search of literature published in English since 2000 was conducted using Medline. Additional articles were retrieved via pearling of identified literature. Publications were reviewed and summarized in text and in a tabulated format.              Results:                    Although still an immature area of science, radiomics has shown its potential in the quantification of hypoxia within the heterogeneous tumor, quantification of changes regarding the degree of hypoxia after radiotherapy and drug delivery, monitoring tumor response to anti-angiogenic therapy, and assisting with patient stratification and outcome prediction based on the hypoxic status.              Conclusions:                    The lack of technique standardization to measure and quantify tumor hypoxia presents an opportunity for data mining and machine learning in radiogenomics.",
31492410,A Survey of Deep-Learning Applications in Ultrasound: Artificial Intelligence-Powered Ultrasound for Improving Clinical Workflow,2019 Sep;16(9 Pt B):1318-1328.,"Ultrasound is the most commonly used imaging modality in clinical practice because it is a nonionizing, low-cost, and portable point-of-care imaging tool that provides real-time images. Artificial intelligence (AI)-powered ultrasound is becoming more mature and getting closer to routine clinical applications in recent times because of an increased need for efficient and objective acquisition and evaluation of ultrasound images. Because ultrasound images involve operator-, patient-, and scanner-dependent variations, the adaptation of classical machine learning methods to clinical applications becomes challenging. With their self-learning ability, deep-learning (DL) methods are able to harness exponentially growing graphics processing unit computing power to identify abstract and complex imaging features. This has given rise to tremendous opportunities such as providing robust and generalizable AI models for improving image acquisition, real-time assessment of image quality, objective diagnosis and detection of diseases, and optimizing ultrasound clinical workflow. In this report, the authors review current DL approaches and research directions in rapidly advancing ultrasound technology and present their outlook on future directions and trends for DL techniques to further improve diagnosis, reduce health care cost, and optimize ultrasound clinical workflow.",10.0
31492404,Using Artificial Intelligence to Improve the Quality and Safety of Radiation Therapy,2019 Sep;16(9 Pt B):1267-1272.,"Within artificial intelligence, machine learning (ML) efforts in radiation oncology have augmented the transition from generalized to personalized treatment delivery. Although their impact on quality and safety of radiation therapy has been limited, they are increasingly being used throughout radiation therapy workflows. Various data-driven approaches have been used for outcome prediction, CT simulation, clinical decision support, knowledge-based planning, adaptive radiation therapy, plan validation, machine quality assurance, and process quality assurance; however, there are many challenges that need to be addressed with the creation and usage of ML algorithms as well as the interpretation and dissemination of findings. In this review, the authors present current applications of ML in radiation oncology quality and safety initiatives, discuss challenges faced by the radiation oncology community, and suggest future directions.",4.0
31492403,The Application of Machine Learning to Quality Improvement Through the Lens of the Radiology Value Network,2019 Sep;16(9 Pt B):1254-1258.,"Recent advances in machine learning and artificial intelligence offer promising applications to radiology quality improvement initiatives as they relate to the radiology value network. Coordination within the interlocking web of systems, events, and stakeholders in the radiology value network may be mitigated though standardization, automation, and a focus on workflow efficiency. In this article the authors present applications of these various strategies via use cases for quality improvement projects at different points in the radiology value network. In addition, the authors discuss opportunities for machine-learning applications in data aggregation as opposed to traditional applications in data extraction.",
