pmid,date,citations,len_text,len_title,days_live,fulltext
22695048,2012-12-01,39,876,55,3080,hierarchical reinforcement learning decision making hierarchical structure human animal behavior critical interest neuroscience many years yet understanding neural processes give rise structure remains open challenge recent research new perspective hierarchical behavior begun take shape inspired ideas machine learning particular framework hierarchical reinforcement learning hierarchical reinforcement learning builds traditional reinforcement learning mechanisms extending accommodate temporally extended behaviors subroutines resulting computational paradigm begun influence theoretical empirical work neuroscience conceptually aligning study hierarchical behavior research aspects learning decision making giving rise thoughtprovoking new findings
23335577,2013-01-01,7,1087,30,3049,human semisupervised learning empirical work human categorization studied learning either fully supervised fully unsupervised scenarios realworld learning scenarios however semisupervised: learners receive great deal unlabeled information world coupled occasional experiences items directly labeled knowledgeable source large body work machine learning investigated learning exploit labeled unlabeled data provided learner using equivalences models found human categorization machine learning research explain semisupervised techniques applied human learning series experiments described show semisupervised learning models prove useful explaining human behavior exposed labeled unlabeled data discuss machine learning models familiar human categorization counterparts finally discuss challenges yet addressed use semisupervised models modeling human categorization
23071097,2013-01-01,17,2053,150,3049,popular computational methods assess multiprotein complexes derived labelfree affinity purification mass spectrometry (apms) experiments advances sensitivity resolution mass accuracy throughput considerably increased number protein identifications made via mass spectrometry despite advances stateoftheart experimental methods study proteinprotein interactions yield candidate interactions may expected biologically owing biases limitations experimental methodology silico methods distinguish true false interactions developed applied successfully reduce number false positive results yielded physical interaction assays methods may grouped according to: (1) type data used: methods based experimentspecific measurements (eg spectral counts identification scores) versus methods extract knowledge encoded external annotations (eg public interaction functional categorisation databases); (2) type algorithm applied: statistical description estimation physical protein properties versus predictive supervised machine learning textmining algorithms; (3) type protein relation evaluated: direct (binary) interaction two proteins cocomplex versus probability functional relationship two proteins (eg cooccurrence pathway sub cellular compartment); (4) initial motivation: elucidation experimental data evaluation versus prediction novel proteinprotein interaction experimentally validated posteriori work reviews several popular computational scoring methods software platforms proteinprotein interactions evaluation according methodology comparative strengths weaknesses data representation accessibility availability scoring methods platforms described include: comppass saint decontaminator mint intact string funcoup references related work provided throughout order provide concise thorough introduction rapidly growing interdisciplinary field investigation
22784485,2013-01-01,74,1743,124,3049,distinguishing unipolar depression bipolar depression: current future clinical neuroimaging perspectives differentiating bipolar disorder (bd) recurrent unipolar depression (ud) major clinical challenge main reasons include higher prevalence depressive relative hypo/manic symptoms course bd illness high prevalence subthreshold manic symptoms bd ud depression identifying objective markers bd might help improve accuracy differentiating bd ud depression ultimately optimize clinical functional outcome depressed individuals yet eight neuroimaging studies date directly compared ud bd depressed individuals findings studies suggest widespread abnormalities white matter connectivity white matter hyperintensities bd ud depression habenula volume reductions bd ud depression differential patterns functional abnormalities emotion regulation attentional control neural circuitry two depression types findings suggest different pathophysiologic processes especially emotion regulation reward attentional control neural circuitry bd versus ud depression review thereby serves call action highlight pressing need neuroimaging studies using larger samples sizes comparing bd ud depressed individuals future studies also include dimensional approaches studies atrisk individuals novel neuroimaging approaches connectivity analysis machine learning ultimately approaches might provide biomarkers identify individuals future risk bd versus ud biological targets personalized treatment new treatment developments bd ud depression
23382431,2013-02-01,68,1413,36,3018,global mapping infectious disease primary aim review evaluate state knowledge geographical distribution infectious diseases clinical significance humans systematic review conducted enumerate cartographic progress respect data available mapping methods currently applied results helped define minimum information requirements mapping infectious disease occurrence quantitative framework assessing mapping opportunities infectious diseases revealed 355 infectious diseases identified 174 (49%) strong rationale mapping 7 (4%) comprehensively mapped variety ambitions quantification global burden infectious disease international biosurveillance assessing likelihood infectious disease outbreaks exploring propensity infectious disease evolution emergence limited omissions overview factors hindering progress disease cartography provided argued rapid improvement landscape infectious diseases mapping made embracing nonconventional data sources automation geopositioning mapping procedures enabled machine learning information technology respectively addition harnessing labour volunteer cognitive surplus crowdsourcing
22611119,2013-03-01,26,819,87,2990,machine learning approaches discovery genegene interactions disease data complexity genephenotype relationships machine learning approaches considerable appeal strategy modelling interactions number methods developed applied recent years modest success progress hampered challenges presented complexity disease genetic data including phenotypic genetic heterogeneity polygenic forms inheritance variable penetrance combined analytical computational issues arising enormous number potential interactions review recent current approaches focusing wherever possible applications real data (particularly context genomewide association studies) looking ahead challenges posed next generation sequencing data
23392334,2013-03-01,3,575,71,2990,bridging paradigms: hybrid mechanisticdiscriminative predictive models many disease processes extremely complex characterized multiple stochastic processes interacting simultaneously current analytical approaches included mechanistic models machine learning (ml) often treated orthogonal viewpoints however facilitate truly personalized medicine new perspectives may required paper reviews use mechanistic models ml healthcare well emerging hybrid methods exciting promising approach biologically based yet datadriven advanced intelligent systems
23349097,2013-04-01,8,1160,77,2959,"toward ""structural blast"": using structural relationships infer function outline set strategies infer protein function structure overall approach depends extensive use homology modeling exploitation wide range global local geometric relationships protein structures use machine learning techniques combination modeling broad searches protein structure space defines ""structural blast"" approach infer function high genomic coverage applications described prediction proteinprotein proteinligand interactions context proteinprotein interactions structurebased prediction algorithm preppi comparable accuracy highthroughput experiments essential feature preppi involves use bayesian methods combine structurederived information nonstructural evidence (eg coexpression) assign likelihood predicted interaction combined structural blast approach significantly expands range applications protein structure annotation protein function including systems level biological applications previously played little role"
23637855,2013-04-01,14,1485,63,2959,"plea neutral comparison studies computational sciences computational science literature including eg bioinformatics computational statistics machine learning published articles devoted development ""new methods"" comparison studies generally appreciated readers surprisingly given poor consideration many journals paper stresses importance neutral comparison studies objective evaluation existing methods establishment standards drawing parallels clinical research goal paper twofold firstly present survey recent computational papers supervised classification published seven highranking computational science journals aim provide uptodate picture current scientific practice respect comparison methods articles presenting new methods articles focusing comparison study secondly based results survey critically discuss necessity impact limitations neutral comparison studies computational sciences define three reasonable criteria comparison study fulfill order considered neutral explicate general considerations individual components ""tidy neutral comparison study"" r codes completely replicating statistical analyses figures available companion website http://wwwibemedunimuenchende/organisation/mitarbeiter/020_professuren/boulesteix/plea2013"
23622061,2013-04-01,38,1147,48,2959,decision making: neuroscience psychiatry adaptive behaviors increase likelihood survival reproduction improve quality life however often difficult identify optimal behaviors real life due complexity decision makers environment social dynamics result although many different brain areas circuits involved decision making evolutionary learning solutions adopted individual decision makers sometimes produce suboptimal outcomes although problems exacerbated numerous neurological psychiatric disorders underlying neurobiological causes remain incompletely understood review theoretical frameworks economics machine learning applications recent behavioral neurobiological studies summarized examples applications clinical domains also discussed substance abuse parkinsons disease attentiondeficit/hyperactivity disorder schizophrenia mood disorders autism findings studies begun lay foundations necessary improve diagnostics treatment various neurological psychiatric disorders
23731483,2013-05-01,20,272,60,2929,machine learning genome annotation: match meant nature genomics produces large highdimensional datasets well suited analysis machine learning approaches explain key aspects machine learning make useful genome annotation illustrative examples encode
23321025,2013-05-01,7,1146,100,2929,structured approach predictive modeling twoclass problem using multidimensional data sets biological experiments postgenome era generate staggering amount complex data challenges experimentalists extract meaningful information increasingly success appropriately controlled experiment relies robust data analysis pipeline paper present structured approach analysis multidimensional data relies close twoway communication bioinformatician experimentalist sequential approach employing data exploration (visualization graphical analytical study) preprocessing feature reduction supervised classification using machine learning presented standardized approach illustrated example proteomic data analysis used predict risk infectious disease outcome strategies model selection post hoc model diagnostics presented applied case illustration discuss practical lessons learned applying supervised classification multidimensional data sets one importance feature reduction achieving optimal modeling performance
23526775,2013-05-01,69,955,61,2929,latest developments molecular docking: 20102011 review aim docking accurately predict structure ligand within constraints receptor binding site correctly estimate strength binding discuss detail methodological developments occurred docking field 2010 2011 particular focus difficult sometimes controversial aspects promising computational discipline main developments docking period covered review receptor flexibility solvation fragment docking postprocessing docking homology models docking comparisons several new least newly invigorated advances occurred areas nonlinear scoring functions using machinelearning approaches review strongly focused docking advances context drug design specifically virtual screening fragmentbased drug design appropriate refer readers exemplar case studies
23552814,2013-05-01,49,1126,52,2929,mathematical modeling infectious disease dynamics last years intensive worldwide effort speeding developments establishment global surveillance network combating pandemics emergent reemergent infectious diseases scientists different fields extending medicine molecular biology computer science applied mathematics teamed rapid assessment potentially urgent situations toward aim mathematical modeling plays important role efforts focus predicting assessing controlling potential outbreaks better understand model contagious dynamics impact numerous variables ranging micro hostpathogen level hosttohost interactions well prevailing ecological social economic demographic factors across globe analyzed thoroughly studied present discuss main approaches used surveillance modeling infectious disease dynamics present basic concepts underpinning implementation practice category give annotated list representative works
24489603,2013-06-01,20,1213,72,2898,machine learning approaches: theory application schizophrenia recent years machine learning approaches successfully applied analysis neuroimaging data help context disease diagnosis provide paper overview recent support vector machinebased methods developed applied psychiatric neuroimaging investigation schizophrenia particular focus algorithms implemented group applied classify subjects affected schizophrenia healthy controls comparing terms accuracy results recently published studies first give description basic terminology used pattern recognition machine learning separately summarize explain study highlighting main features characterize method finally outcome comparison results obtained applying described different techniques conclusions drawn order understand much automatic classification approaches considered useful tool understanding biological underpinnings schizophrenia conclude discussing main implications achievable application methods clinical practice
23548028,2013-06-01,1,1157,73,2898,applied computational techniques schizophrenia using genetic mutations schizophrenia complex disease genetic environmental influence machine learning techniques used associate different genetic variations different genes (schizophrenic nonschizophrenic) phenotype several machine learning techniques applied schizophrenia data obtain results presented study considering data quantitative genotype disease relationships (qdgrs) used disease prediction one best machine learningbased models obtained exhaustive comparative study implemented online; model artificial neural network (ann) thus tool offers possibility introduce single nucleotide polymorphism (snp) sequences order classify patient schizophrenia besides comparative study method variable selection based anns evolutionary computation (ec) also presented method uses half number variables original ann variables obtained among found publications future qdgr models based nucleic acid information could expanded diseases
23016852,2013-06-01,6,1821,116,2898,anticancer drug development: computational strategies identify target proteins involved cancer metabolism cancer remains fundamental burden public health despite substantial efforts aimed developing effective chemotherapeutics significant advances chemotherapeutic regimens major challenge anticancer drug design selectively target cancer cells high specificity research treating malignancies targeting altered metabolism cancer cells supported computational approaches take leading role identifying candidate targets anticancer therapy well assist discovery optimisation anticancer agents natural products appear privileged structures anticancer drug development bulk particularly valuable chemical space still remains explored review aim provide comprehensive overview current strategies computerguided anticancer drug development start discussion stateofthe art bioinformatics methods applied identification novel anticancer targets including machine learning techniques connectivity map biological network analysis followed extensive survey molecular modelling cheminformatics techniques employed develop agents targeting proteins involved glycolytic lipid nad+ mitochondrial (tca cycle) amino acid nucleic acid metabolism cancer cells dedicated section highlights promising strategies develop anticancer therapeutics natural products role metabolism many targets investigation reviewed recent success stories reported areas covered review conclude brief summary interesting strategies identified outlook future directions anticancer drug development
23549108,2013-06-01,8,1381,72,2898,role technology engineering models transforming healthcare healthcare system crisis due challenges including escalating costs inconsistent provision care aging population high burden chronic disease related health behaviors mitigating crisis require major transformation healthcare proactive preventive patientcentered evidencebased focus improving qualityoflife information technology networking biomedical engineering likely essential making transformation possible help advances sensor technology mobile computing machine learning etc paper three themes: 1) motivation transformation healthcare; 2) description information technology engineering support transformation help computational models; 3) technical overview several research areas illustrate need mathematical modeling approaches ranging sparse sampling behavioral phenotyping early detection key tenet paper concerns complementing prior work patientspecific modeling simulation modeling neuropsychological behavioral social phenomena resulting models combination frequent continuous measurements likely key components health interventions enhance health wellbeing provision healthcare
23410165,2013-06-01,16,980,92,2898,predicting targeted polypharmacology drug repositioning multi target drug discovery prediction polypharmacology known drugs new molecules selected multiple targets highly useful finding new therapeutic applications existing drugs (drug repositioning) discovering multitarget drugs improved therapeutic efficacies collective regulations primary therapeutic targets compensatory signalling drug resistance mechanisms review describe recent progresses exploration insilico methods predicting polypharmacology known drugs new molecules means structurebased (molecular docking binding site structural similarity receptorbased pharmacophore searching) expressionbased (expression profile/signature similarity diseasedrug drugdrug networks) ligandbased (similarity searching sideeffect similarity qsar machine learning) fragmentbased approaches shown promising potential facilitating drug repositioning discovery multitarget drugs
23722209,2013-06-01,81,635,83,2898,cellularresolution connectomics: challenges dense neural circuit reconstruction neuronal networks highdimensional graphs packed threedimensional nervous tissue extremely high density comprehensively mapping networks therefore major challenge although recent developments volume electron microscopy imaging made data acquisition feasible circuits comprising hundreds thousands neurons data analysis massively lagging behind aim perspective summarize quantify challenges data analysis cellularresolution connectomics describe current solutions involving online crowdsourcing machinelearning approaches
23431257,2013-06-01,23,1039,89,2898,prediction deleterious nonsynonymous singlenucleotide polymorphism human diseases identification genetic variants responsible human inherited diseases fundamental problem human medical genetics typical type genetic variation nonsynonymous singlenucleotide polymorphisms (nssnps) occurring protein coding regions may alter encoded amino acid potentially affect protein structure function result human inherited diseases therefore great importance develop computational approaches facilitate discrimination deleterious nssnps neutral ones paper review databases collect nssnps summarize computational methods identification deleterious nssnps classify existing methods characterizing nssnps three categories (sequence based structure based annotation based) introduce machine learning models prediction deleterious nssnps discuss methods identifying deleterious nssnps noncoding variants dealing rare variants
24290387,2013-06-01,14,668,60,2898,motor skill autism spectrum disorders: subcortical view earliest observable symptoms autism spectrum disorders (asds) involve motor behavior growing awareness developmental importance impaired motor function asd association social skill compromised motor function requires increased attention leaving fewer resources available processing environmental stimuli learning knowledge suggests motor systemwhich know trainablemay gateway improving outcomes individuals living asd review suggest framework borrowed machine learning examine motor skills different individuals asd
23700999,2013-06-01,2,1695,42,2898,evolutionary computation qsar research successful high throughput screening molecule libraries specific biological property one main improvements drug discovery virtual molecular filtering screening relies greatly quantitative structureactivity relationship (qsar) analysis mathematical model correlates activity molecule molecular descriptors qsar models potential reduce costly failure drug candidates advanced (clinical) stages filtering combinatorial libraries eliminating candidates predicted toxic effect poor pharmacokinetic profiles reducing number experiments obtain predictive reliable qsar model scientists use methods various fields molecular modeling pattern recognition machine learning artificial intelligence qsar modeling relies three main steps: molecular structure codification molecular descriptors selection relevant variables context analyzed activity search optimal mathematical model correlates molecular descriptors specific activity since variety techniques statistics artificial intelligence aid variable selection model building steps review focuses evolutionary computation methods supporting tasks thus review explains basic genetic algorithms genetic programming evolutionary computation approaches selection methods highdimensional data qsar methods build qsar models current evolutionary feature selection methods applications qsar future trend joint multitask feature selection methods
23889055,2013-06-01,3,1390,95,2898,recent advances predicting protein classification applications drug development explosion protein sequences generated postgenomic era gap number attribute known proteins uncharacterized ones become increasingly large knowing key attributes proteins shortcut prioritizing drug targets developing novel new drugs unfortunately timeconsuming costly acquire kinds information purely conducting biological experiments therefore highly desired develop various computational tools fast effectively classifying proteins according sequence information alone process developing high throughput tools generally involved following procedures: (1) constructing benchmark datasets; (2) representing protein sequence discrete numerical model; (3) developing introducing powerful algorithm machine learning operator conduct prediction; (4) estimating anticipated accuracy proper objective test method; (5) establishing userfriendly webserver accessible public minireview focused recent progresses identifying types gprotein coupled receptors (gpcrs) subcellular localization proteins dnabinding proteins binding sites identification tools may provide useful informations indepth study drug metabolism
23889047,2013-06-01,1,1673,62,2898,enzpredenzymatic protein class predicting machine learning recent times seen flooding biological data scientific community due increase large amounts data genome sequencing projects become available diverted insilco approach data collection prediction become priority also progresses sequencing technologies found exponential function rise number newly found enzymes commonly function enzymes determined experiments time consuming costly new approaches needed determine functions proteins genes encode protein parameters used enzyme/ nonenzyme classification includes features sequences like amino acid composition dipeptide composition grand average hydropathicity (gravy) probability alpha helix probability beta sheet probability turn show largescale computational analysis help address challenge help java support vector machine library paper recently developed machine learning algorithm referred svm library learning machine used classify protein sequences six main classes enzyme data downloaded public domain database comparative studies different type kernel methods like 1radial basis function 2polynomial available svm library results show rbf method take less time training give accurate result kernel methods also less training time compared kernel methods classification accuracy rbf also higher various methods respect available sequences data
23548026,2013-06-01,2,1511,86,2898,machine learning social network analysis applied alzheimers disease biomarkers due fact number deaths due alzheimer increasing scientists strong interest early stage diagnostic disease alzheimers patients show different kind brain alterations morphological biochemical functional etc currently using magnetic resonance imaging techniques possible obtain huge amount biomarkers; difficult appraise explain properly pathology evolves instead normal ageing machine learning methods facilitate efficient analysis complex data used discover biomarkers informative moreover automatic models learn historical data suggest diagnostic new patients social network analysis (sna) views social relationships terms network theory consisting nodes connections resulting graphbased structures often complex; many kinds connections nodes sna emerged key technique modern sociology also gained significant following medicine anthropology biology information science etc become popular topic speculation study paper presents review machine learning sna techniques new approach analyze magnetic resonance imaging biomarkers techniques obtaining relevant relationships explain different phenotypes dementia particular different stages alzheimers disease
23651478,2013-06-01,38,1543,83,2898,"novel integrated framework improved methodology computeraided drug design computeraided drug design (cadd) critical initiating step drug development single model capable covering designing aspects remains elucidated hence developed drug design modeling framework integrates multiple approaches including machine learning based quantitative structureactivity relationship (qsar) analysis 3dqsar bayesian network pharmacophore modeling structurebased docking algorithm restrictions model defined improved individual overall accuracy integration method applied join results model minimize bias errors addition integrated model adopts static dynamic analysis validate intermolecular stabilities receptorligand conformation proposed protocol applied identifying her2 inhibitors traditional chinese medicine (tcm) example validating new protocol eight potent leads identified six tcm sources joint validation system comprised comparative molecular field analysis comparative molecular similarity indices analysis molecular dynamics simulation characterized candidates three potential binding conformations validated binding stability proteinligand complex ligand pathway also performed predict ligand ""in"" ""exit"" binding site summary propose novel systematic cadd methodology identification analysis characterization druglike candidates"
23829390,2013-07-01,48,983,55,2868,challenges issues trends fall detection systems since falls major public health problem among older people number systems aimed detecting increased dramatically recent years work presents extensive literature review fall detection systems including comparisons among various kinds studies aims serve reference clinicians biomedical engineers planning conducting field investigations challenges issues trends fall detection identified reviewing work number studies using contextaware techniques still increasing new trend towards integration fall detection smartphones well use machine learning methods detection algorithm also identified challenges regarding performance reallife conditions usability user acceptance well issues related power consumption realtime operations sensing limitations privacy record reallife falls
23506300,2013-07-01,23,1396,105,2868,emerging role photorespiration nonphotorespiratory peroxisomal metabolism pathogen defence photorespiration represents one major highways primary plant metabolism prominent example metabolic cell organelle integration since pathway requires concerted action plastidial peroxisomal mitochondrial cytosolic enzymes organellar transport proteins oxygenation ribulose15bisphosphate rubisco leads formation large amounts 2phosphoglycolate recycled 3phosphoglycerate photorespiratory c2 cycle concomitant stoichiometric production rates h2 o2 peroxisomes apart significance agricultural productivity secondary function photorespiration pathogen defence emerged recently summarise literature data supporting crosstalk photorespiration pathogen defence perform metaexpression analysis photorespiratory genes pathogen attack moreover screened arabidopsis proteins newly predicted using machine learning methods targeted peroxisomes central h2 o2 producing organelle photorespiration homologues known pathogen defence proteins analysed expression pathogen infection analyses support idea photorespiration nonphotorespiratory peroxisomal metabolism play multifaceted roles pathogen defence beyond metabolism reactive oxygen species
23921828,2013-08-01,1,1300,34,2837,sudden event recognition: survey event recognition one active research areas video surveillance fields advancement event recognition systems mainly aims provide convenience safety efficient lifestyle humanity precise accurate robust approach necessary enable event recognition systems respond sudden changes various uncontrolled environments case emergency physical threat fire bomb alert performance sudden event recognition systems depends heavily accuracy low level processing like detection recognition tracking machine learning algorithms survey aims detect characterize sudden event subset abnormal event several video surveillance applications paper discusses following detail: (1) importance sudden event general anomalous event; (2) frameworks used sudden event recognition; (3) requirements comparative studies sudden event recognition system (4) various decisionmaking approaches sudden event recognition advantages drawbacks using 3d images multiple cameras realtime application also discussed paper concludes suggestions future research directions sudden event recognition
24179856,2013-08-01,26,1107,80,2837,complex biomarker discovery neuroimaging data: finding needle haystack neuropsychiatric disorders schizophrenia bipolar disorder alzheimers disease major public health problems however despite decades research currently validated prognostic diagnostic tests applied individual patient level many neuropsychiatric diseases due combination alterations occur human brain rather result localized lesions hope newer imaging technologies functional anatomic connectivity mri molecular imaging may offer breakthroughs single biomarkers discovered using datasets limited inability capture heterogeneity complexity multifactorial brain disorders recently complex biomarkers explored address limitation using neuroimaging data manuscript consider nature complex biomarkers investigated recent literature present techniques find biomarkers developed related areas data mining statistics machine learning bioinformatics
23686810,2013-08-01,6,720,103,2837,automated analysis diabetic retinopathy images: principles recent developments emerging trends diabetic retinopathy (dr) visionthreatening complication diabetes timely diagnosis intervention essential treatment reduces risk vision loss good color retinal (fundus) photograph used surrogate facetoface evaluation dr use computers assist fully automate dr evaluation retinal images studied many years early work showed promising results algorithms detecting classifying dr pathology newer techniques include adapt machine learning technology dr image analysis challenges remain however must overcome fully automatic dr detection analysis systems become practical clinical tools
